wall_time_iso,frame_id,stream_id,carla_timestamp,result_mode,object_count,uplink_payload_bytes,uplink_payload_bytes_uncompressed,uplink_payload_chunks,result_payload_bytes,result_payload_chunks,edge_receive_queue_depth,edge_receive_queue_dropped,udp_pending_messages,udp_partial_messages_dropped,spatial_publisher_queue,spatial_publisher_dropped,t_capture_perf,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,t_front_send_perf,t_edge_recv_perf,t_tail_start_perf,t_tail_done_perf,t_map_publish_perf,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,front_to_edge_ms,edge_queue_ms,tail_ms,edge_to_map_publish_ms,backbone_input_to_edge_recv_ms,backbone_input_to_tail_done_ms,backbone_input_to_map_publish_ms,capture_to_tail_done_ms,capture_to_map_publish_ms
2026-07-30T00:04:50.844,16053260,Lsweep_veryfast,192063.07836998947,none,2,0,2903040,0,0,0,1,0,0,0,1,0,212100.573312224,212100.600278696,212100.650516265,212101.287917764,212101.311348693,212101.311348693,212101.319859639,212101.319888152,212101.503745835,212101.503766041,77.20404100837186,24.603127007139847,55.486886005382985,0.007452006684616208,1.077619002899155,0.02965301973745227,25.806885008933023,0.025189976440742612,0.01093200989998877,0.002084969310089946,50.237569026649,637.4014989996795,23.43092899536714,660.8324279950466,8.510946005117148,0.028512993594631553,183.85672601289116,183.90640197321773,669.3433740001637,853.2295699988026,853.2497759733815,930.4336110071745,930.4538169817533
2026-07-30T00:04:50.871,16053261,Lsweep_veryfast,192063.17836999096,none,3,0,2903040,0,0,0,0,0,0,0,1,0,212101.387747577,212101.42310471,212101.436032121,212101.438808977,212101.441159011,212101.441159011,212101.449242586,212101.505815596,212101.530038362,212101.530056743,48.28454399830662,26.389284001197666,44.17061500134878,0.009164010407403111,1.0485970124136657,0.019834988052025437,34.230293007567525,0.026358000468462706,0.011759024346247315,0.003213935997337103,12.9274110076949,2.7768559812102467,2.3500340175814927,5.126889998791739,8.083574997726828,56.57300999155268,24.22229398507625,80.81415700144134,13.210464996518567,94.00624097906984,94.02462199795991,142.29078497737646,142.30916599626653
2026-07-30T00:04:50.906,16053262,Lsweep_veryfast,192063.27836999245,none,1,0,2903040,0,0,0,0,0,0,0,1,0,212101.508027978,212101.541481317,212101.551826663,212101.554169195,212101.554763445,212101.554763445,212101.560886722,212101.560914265,212101.565882986,212101.565895855,43.79868498654105,32.64898300403729,29.601276997709647,0.009520997991785407,1.0813559929374605,0.018948980141431093,32.29816100792959,0.02321100328117609,0.011274998541921377,0.002701999619603157,10.345346003305167,2.342532010516152,0.5942499847151339,2.9367819952312857,6.1232770094648,0.027542992029339075,4.968120018020272,5.009132990380749,9.060059004696086,14.056323008844629,14.069191995076835,57.85500799538568,57.86787698161788
2026-07-30T00:04:51.004,16053263,Lsweep_veryfast,192063.37836999394,none,2,0,2903040,0,0,0,0,0,0,0,1,0,212101.612318271,212101.639641455,212101.650098613,212101.652190225,212101.652791394,212101.652791394,212101.658688982,212101.658717458,212101.663849619,212101.663863764,37.78034198330715,26.991560007445514,25.66582802683115,0.011286989320069551,1.0907610121648759,0.026990979677066207,26.148396980715916,0.023733009584248066,0.011625990737229586,0.0032390234991908073,10.45715800137259,2.091611997457221,0.601169012952596,2.692781010409817,5.897587980143726,0.028476002626121044,5.1317250181455165,5.174782010726631,8.590368990553543,13.751006015809253,13.765151001280174,51.531347999116406,51.54549298458733
2026-07-30T00:04:51.109,16053264,Lsweep_veryfast,192063.47836999543,none,0,0,2903040,0,0,0,0,0,0,0,1,0,212101.715903151,212101.740468202,212101.754836633,212101.756839182,212101.757436792,212101.757436792,212101.7633651,212101.763397682,212101.768598923,212101.768616587,38.93348199198954,24.561272002756596,33.77894600271247,0.01082901144400239,1.0695960081648082,0.028391979867592454,23.40835699578747,0.02448598388582468,0.012564996723085642,0.0031180388759821653,14.368430973263457,2.0025490084663033,0.5976099928375334,2.6001590013038367,5.928308004513383,0.03258200013078749,5.200740008149296,5.251487018540502,8.52846700581722,13.762290007434785,13.779954024357721,52.69577199942432,52.71343601634726
2026-07-30T00:04:51.223,16053265,Lsweep_veryfast,192063.57836999692,none,1,0,2903040,0,0,0,0,0,0,0,1,0,212101.828766569,212101.857419305,212101.868028842,212101.870090489,212101.870719862,212101.870719862,212101.876760858,212101.876793728,212101.882086631,212101.882101055,39.26227299962193,31.09140001470223,35.46460697543807,0.010009011020883918,1.0661999986041337,0.023205007892102003,27.50408201245591,0.025004002964124084,0.012002012226730585,0.003793946234509349,10.609537013806403,2.061647013761103,0.6293729820754379,2.691019995836541,6.040995998773724,0.03287001163698733,5.292405985528603,5.34019700717181,8.732015994610265,14.057788997888565,14.072213001782075,53.32006199751049,53.334486001404
2026-07-30T00:04:51.321,16053266,Lsweep_veryfast,192063.6783699984,none,3,0,2903040,0,0,0,0,0,0,0,1,0,212101.928952922,212101.951086963,212101.964875294,212101.966898615,212101.967514291,212101.967514291,212101.973691687,212101.973722648,212101.980592528,212101.980608447,35.922372015193105,38.8860420207493,14.518439013045281,0.007608003215864301,1.2210739951115102,0.02266900264658034,20.83637801115401,0.024515989935025573,0.011075986549258232,0.0026640191208571196,13.788331008981913,2.0233209943398833,0.6156759918667376,2.638996986206621,6.177395989652723,0.030961004085838795,6.869378994451836,6.916760001331568,8.816392975859344,15.717233996838331,15.733152977190912,51.639606012031436,51.65552499238402
2026-07-30T00:04:51.419,16053267,Lsweep_veryfast,192063.7783699999,none,1,0,2903040,0,0,0,0,0,0,0,1,0,212102.027907411,212102.052062864,212102.064791291,212102.066855547,212102.067463192,212102.067463192,212102.073510631,212102.073538735,212102.078553244,212102.078566683,36.88388000591658,36.421349010197446,19.078822020674124,0.009051000233739614,1.0625360009726137,0.022378982976078987,23.01390000502579,0.025304005248472095,0.010944990208372474,0.0032730167731642723,12.728426983812824,2.0642559975385666,0.6076450226828456,2.671901020221412,6.047438975656405,0.02810402656905353,5.013952992158011,5.056052003055811,8.719339995877817,13.761953014181927,13.775391998933628,50.64583302009851,50.65927200485021
2026-07-30T00:04:51.531,16053268,Lsweep_veryfast,192063.8783700014,none,1,0,2903040,0,0,0,0,0,0,0,1,0,212102.126159771,212102.147569783,212102.165492205,212102.167649521,212102.168249444,212102.168249444,212102.174425203,212102.174461454,212102.190272792,212102.190288089,39.3324340111576,36.057094985153526,17.7999559964519,0.010592018952593207,1.1909960012417287,0.02854500780813396,20.13349300250411,0.02144899917766452,0.012076983693987131,0.0038250000216066837,17.92242200463079,2.1573159901890904,0.5999229906592518,2.757238980848342,6.175759015604854,0.03625100362114608,15.810945013072342,15.862886008108035,8.932997996453196,24.78058700216934,24.79588400456123,64.11302101332694,64.12831801571883
2026-07-30T00:04:51.627,16053269,Lsweep_veryfast,192063.97837000288,none,0,0,2903040,0,0,0,0,0,0,0,1,0,212102.23040504,212102.254675833,212102.270761137,212102.272757001,212102.273384885,212102.273384885,212102.279428755,212102.27945965,212102.286184144,212102.286201652,40.35609701531939,33.145290974061936,24.17457298724912,0.010805000783875585,1.0702339932322502,0.024392997147515416,23.1207039905712,0.022772990632802248,0.011572992661967874,0.003093038685619831,16.085303999716416,1.9958639750257134,0.627884001005441,2.6237479760311544,6.043870002031326,0.030894996598362923,6.7239330091979355,6.77289700252004,8.66761797806248,15.423006989294663,15.44051498058252,55.779104004614055,55.79661199590191
2026-07-30T00:04:51.737,16053270,Lsweep_veryfast,192064.07837000437,none,0,0,2903040,0,0,0,0,0,0,0,1,0,212102.33692514,212102.360191942,212102.372844104,212102.374859154,212102.375445598,212102.375445598,212102.381419705,212102.381451159,212102.396364533,212102.396384505,35.91896398575045,33.33501299493946,25.424324994673952,0.007219990948215127,1.0591240134090185,0.023347995011135936,22.133068996481597,0.02243099152110517,0.010916002793237567,0.0031800009310245514,12.652161996811628,2.0150500058662146,0.5864440172445029,2.6014940231107175,5.974106985377148,0.03145399386994541,14.912649989128113,14.964800007874146,8.575601008487865,23.520429007476196,23.54040101636201,59.43939299322665,59.45936500211246
2026-07-30T00:04:51.824,16053271,Lsweep_veryfast,192064.17837000586,none,2,0,2903040,0,0,0,0,0,0,0,1,0,212102.433206391,212102.455329163,212102.469887574,212102.471878914,212102.472464498,212102.472464498,212102.478461327,212102.478494394,212102.483641367,212102.483654835,36.681183002656326,27.598722983384505,25.332493998575956,0.007237016689032316,1.063264993717894,0.0196710170712322,20.989632001146674,0.02112198853865266,0.011675991117954254,0.0026999914553016424,14.558410999597982,1.9913399883080274,0.5855839990545064,2.576923987362534,5.99682901520282,0.0330669863615185,5.1463290001265705,5.193507997319102,8.573753002565354,13.75379299861379,13.767260999884456,50.434976001270115,50.44844400254078
2026-07-30T00:04:51.945,16053272,Lsweep_veryfast,192064.27837000735,none,3,0,2903040,0,0,0,0,0,0,0,1,0,212102.544111788,212102.569249091,212102.590779974,212102.59287124,212102.593473951,212102.593473951,212102.59943468,212102.599510228,212102.604557744,212102.604570679,46.668185997987166,49.02397099067457,17.831086996011436,0.005342008080333471,1.0572350001893938,0.024114997358992696,24.00753099936992,0.021329993614926934,0.011323019862174988,0.0024219625629484653,21.530883008381352,2.091265982016921,0.6027110212016851,2.693977003218606,5.960729002254084,0.07554798503406346,5.047118000220507,5.135998973855749,8.65470600547269,13.777769985608757,13.790704979328439,60.44595598359592,60.458890977315605
2026-07-30T00:04:52.049,16053273,Lsweep_veryfast,192064.37837000884,none,2,0,2903040,0,0,0,0,0,0,0,1,0,212102.655037859,212102.677435404,212102.689895844,212102.691896639,212102.692487291,212102.692487291,212102.698489834,212102.698618108,212102.708648844,212102.708663383,34.85798501060344,33.648008975433186,23.13234398025088,0.007777998689562082,1.0614439961500466,0.02194600529037416,21.265613002469763,0.018160993931815028,0.01209499896503985,0.002782006049528718,12.460439989808947,2.0007950079161674,0.5906519945710897,2.591447002487257,6.002542999340221,0.12827399768866599,10.030158999143168,10.173549002502114,8.593990001827478,18.753000011201948,18.767539004329592,53.61098502180539,53.625524014933035
2026-07-30T00:04:52.147,16053274,Lsweep_veryfast,192064.47837001033,none,1,0,2903040,0,0,0,0,0,0,0,1,0,212102.756965013,212102.778451905,212102.788925424,212102.79091156,212102.791506635,212102.791506635,212102.798424987,212102.798459914,212102.805958629,212102.805971461,31.96041102637537,32.12679200805724,27.56042397231795,0.007861992344260216,1.0597339714877307,0.02172600943595171,20.355950022349134,0.020422012312337756,0.011527008609846234,0.0023769971448928118,10.473519010702148,1.9861359905917197,0.5950749909970909,2.5812109815888107,6.9183520099613816,0.034926983062177896,7.498135993955657,7.546473992988467,9.499562991550192,17.033204989274964,17.04603698453866,48.99361601565033,49.00644801091403
2026-07-30T00:04:52.278,16053275,Lsweep_veryfast,192064.57837001182,none,3,0,2903040,0,0,0,0,0,0,0,1,0,212102.8632628,212102.888249538,212102.900966455,212102.902994581,212102.90362281,212102.90362281,212102.912154623,212102.91269995,212102.936842169,212102.936858035,37.703654990764335,37.823422986548394,28.368872997816652,0.006786984158679843,1.0601700050756335,0.02216600114479661,23.854408005718142,0.020975014194846153,0.011608994100242853,0.002708984538912773,12.716917000943795,2.0281260076444596,0.6282289978116751,2.6563550054561347,8.531812985893339,0.5453269986901432,24.141705012880266,24.703412025701255,11.188167991349474,35.87571400566958,35.89158001705073,73.57936899643391,73.59523500781506
2026-07-30T00:04:52.372,16053276,Lsweep_veryfast,192064.6783700133,none,2,0,2903040,0,0,0,0,0,0,0,1,0,212102.982612392,212103.006368543,212103.016895287,212103.018892616,212103.019488347,212103.019488347,212103.026275026,212103.026311001,212103.031452828,212103.031467186,34.28289500880055,45.46432400820777,28.824560984503478,0.007374008418992162,1.0698979895096272,0.021696003386750817,22.614462999626994,0.021476007532328367,0.01128797885030508,0.0021520245354622602,10.526744008529931,1.9973290036432445,0.5957309913355857,2.59305999497883,6.786679005017504,0.03597501199692488,5.1411860040389,5.192159995203838,9.379738999996334,14.557540998794138,14.571898995200172,48.84043600759469,48.85479400400072
2026-07-30T00:04:52.473,16053277,Lsweep_veryfast,192064.7783700148,none,3,0,2903040,0,0,0,0,0,0,0,1,0,212103.076221805,212103.09872004,212103.111814572,212103.113804548,212103.117428783,212103.117428783,212103.124235033,212103.124266459,212103.132465983,212103.132479778,35.59276700252667,27.77205198071897,23.456402006559074,0.009095994755625725,1.5370910114143044,0.021154002752155066,20.8912729867734,0.018363003619015217,0.011167983757331967,0.002447020960971713,13.094532012473792,1.9899759790860116,3.6242350179236382,5.61421099700965,6.8062499922234565,0.03142599598504603,8.199095027521253,8.244744996773079,12.420460989233106,20.651411003200337,20.665205986006185,56.24417800572701,56.257972988532856
