time,rnti,frame,slot,lcid,data_size,tx_list_occupancy
20:41:27.203435,49395,230,15,1,0,0
20:41:27.203437,49395,230,15,4,3,0
20:41:27.260486,49395,235,16,1,0,0
20:41:27.260488,49395,235,16,4,3,0
20:41:27.322191,49395,241,4,1,0,0
20:41:27.322193,49395,241,4,4,3,0
20:41:27.350649,49395,243,14,1,0,0
20:41:27.350650,49395,243,14,4,3,0
20:41:27.465957,61809,253,15,1,0,0
20:41:27.465959,61809,253,15,4,3,0
20:41:27.517424,49395,258,5,1,0,0
20:41:27.517426,49395,258,5,4,3,0
20:41:27.539785,61809,260,4,1,0,0
20:41:27.539787,61809,260,4,4,3,0
20:41:27.568334,61809,262,14,1,0,0
20:41:27.568336,61809,262,14,4,3,0
20:41:27.637060,49395,268,14,1,0,0
20:41:27.637062,49395,268,14,4,3,0
20:41:27.665644,49395,271,4,1,0,0
20:41:27.665645,49395,271,4,4,3,0
20:41:27.689980,61809,273,6,1,0,0
20:41:27.689981,61809,273,6,4,3,0
20:41:27.780333,49395,281,5,1,0,0
20:41:27.780335,49395,281,5,4,3,0
20:41:27.808423,61809,283,14,1,0,0
20:41:27.808424,61809,283,14,4,3,0
20:41:27.809018,49395,283,15,1,0,0
20:41:27.809019,49395,283,15,4,3,0
20:41:27.923016,49395,293,16,1,0,0
20:41:27.923018,49395,293,16,4,3,0
20:41:27.927691,61809,294,4,1,0,0
20:41:27.927692,61809,294,4,4,3,0
20:41:27.950391,49395,296,4,1,0,0
20:41:27.950392,49395,296,4,4,3,0
20:41:27.979750,49395,298,15,1,0,0
20:41:27.979751,49395,298,15,4,3,0
20:41:28.042525,61809,304,5,1,0,0
20:41:28.042526,61809,304,5,4,3,0
20:41:28.132698,49395,308,16,1,0,0
20:41:28.132699,49395,308,16,4,3,0
20:41:28.160328,49395,311,4,1,0,0
20:41:28.160329,49395,311,4,4,3,0
20:41:28.189192,49395,313,14,1,0,0
20:41:28.189193,49395,313,14,4,3,0
20:41:28.202063,61809,314,16,1,0,0
20:41:28.202063,61809,314,16,4,3,0
20:41:28.218357,49395,316,4,1,0,0
20:41:28.218358,49395,316,4,4,3,0
20:41:28.248100,49395,318,15,1,0,0
20:41:28.248101,49395,318,15,4,3,0
20:41:28.324461,61809,325,6,1,0,0
20:41:28.324462,61809,325,6,4,3,0
20:41:28.370983,49395,329,5,1,0,0
20:41:28.370984,49395,329,5,4,3,0
20:41:28.446422,61809,335,14,1,0,0
20:41:28.446424,61809,335,14,4,3,0
20:41:28.475017,61809,338,4,1,0,0
20:41:28.475018,61809,338,4,4,3,0
20:41:28.493002,49395,339,15,1,0,0
20:41:28.493003,49395,339,15,4,3,0
20:41:28.591162,61809,348,5,1,0,0
20:41:28.591163,61809,348,5,4,3,0
20:41:28.608783,49395,349,16,1,0,0
20:41:28.608784,49395,349,16,4,3,0
20:41:28.636412,49395,352,4,1,0,0
20:41:28.636413,49395,352,4,4,3,0
20:41:28.665502,49395,354,15,1,0,0
20:41:28.665503,49395,354,15,4,3,0
20:41:28.711991,61809,358,16,1,0,0
20:41:28.711992,61809,358,16,4,3,0
20:41:28.781092,49395,364,17,1,0,0
20:41:28.781093,49395,364,17,4,3,0
20:41:28.810297,49395,367,4,1,0,0
20:41:28.810299,49395,367,4,4,3,0
20:41:28.835010,61809,369,6,1,0,0
20:41:28.835011,61809,369,6,4,3,0
20:41:28.839573,49395,369,14,1,0,0
20:41:28.839574,49395,369,14,4,3,0
20:41:28.867997,49395,372,4,1,0,0
20:41:28.867997,49395,372,4,4,3,0
20:41:28.897571,49395,374,15,1,0,0
20:41:28.897572,49395,374,15,4,3,0
20:41:28.956825,61809,379,16,1,0,0
20:41:28.956826,61809,379,16,4,3,0
20:41:29.015781,49395,384,16,1,0,0
20:41:29.015782,49395,384,16,4,3,0
20:41:29.043938,49395,387,4,1,0,0
20:41:29.043940,49395,387,4,4,3,0
20:41:29.072409,49395,389,14,1,0,0
20:41:29.072410,49395,389,14,4,3,0
20:41:29.079294,61809,390,6,1,0,0
20:41:29.079295,61809,390,6,4,3,0
20:41:29.101538,49395,392,4,1,0,0
20:41:29.101538,49395,392,4,4,3,0
20:41:29.133408,49395,394,15,1,0,0
20:41:29.133409,49395,394,15,4,3,0
20:41:29.302534,61809,400,16,1,0,0
20:41:29.302536,61809,400,16,4,3,0
20:41:29.349260,49395,404,16,1,0,0
20:41:29.349262,49395,404,16,4,3,0
20:41:29.377332,49395,407,4,1,0,0
20:41:29.377334,49395,407,4,4,3,0
20:41:29.406386,49395,409,14,1,0,0
20:41:29.406387,49395,409,14,4,3,0
20:41:29.419558,61809,410,17,1,0,0
20:41:29.419559,61809,410,17,4,3,0
20:41:29.434738,49395,412,4,1,0,0
20:41:29.434739,49395,412,4,4,3,0
20:41:29.446156,61809,413,4,1,0,0
20:41:29.446157,61809,413,4,4,3,0
20:41:29.475032,61809,415,15,1,0,0
20:41:29.475035,61809,415,15,4,3,0
20:41:29.503168,61809,418,4,1,0,0
20:41:29.503169,61809,418,4,4,3,0
20:41:29.532261,61809,420,15,1,0,0
20:41:29.532262,61809,420,15,4,3,0
20:41:29.549124,49395,422,5,1,0,0
20:41:29.549125,49395,422,5,4,3,0
20:41:29.651476,61809,431,5,1,0,0
20:41:29.651477,61809,431,5,4,3,0
20:41:29.669584,49395,432,16,1,0,0
20:41:29.669585,49395,432,16,4,3,0
20:41:29.773271,61809,441,15,1,0,0
20:41:29.773272,61809,441,15,4,3,0
20:41:29.790968,49395,443,6,1,0,0
20:41:29.790970,49395,443,6,4,3,0
20:41:29.887741,61809,451,16,1,0,0
20:41:29.887742,61809,451,16,4,3,0
20:41:29.908718,49395,453,14,1,0,0
20:41:29.908719,49395,453,14,4,3,0
20:41:29.914305,61809,454,4,1,0,0
20:41:29.914307,61809,454,4,4,3,0
20:41:29.936354,49395,456,4,1,0,0
20:41:29.936354,49395,456,4,4,3,0
20:41:29.942651,61809,456,15,1,0,0
20:41:29.942652,61809,456,15,4,3,0
20:41:29.966266,49395,458,16,1,0,0
20:41:29.966267,49395,458,16,4,3,0
20:41:30.056689,61809,466,16,1,0,0
20:41:30.056691,61809,466,16,4,3,0
20:41:30.079156,49395,468,16,1,0,0
20:41:30.079157,49395,468,16,4,3,0
20:41:30.083459,61809,469,4,1,0,0
20:41:30.083460,61809,469,4,4,3,0
20:41:30.107131,49395,471,4,1,0,0
20:41:30.107132,49395,471,4,4,3,0
20:41:30.112926,61809,471,14,1,0,0
20:41:30.112927,61809,471,14,4,3,0
20:41:30.135230,49395,473,14,1,0,0
20:41:30.135231,49395,473,14,4,3,0
20:41:30.163391,49395,476,4,1,0,0
20:41:30.163392,49395,476,4,4,3,0
20:41:30.233353,61809,482,7,1,0,0
20:41:30.233355,61809,482,7,4,3,0
20:41:30.277676,49395,486,5,1,0,0
20:41:30.277678,49395,486,5,4,3,0
20:41:30.351663,61809,492,15,1,0,0
20:41:30.351665,61809,492,15,4,3,0
20:41:30.402670,49395,496,16,1,0,0
20:41:30.402672,49395,496,16,4,3,0
20:41:30.472622,61809,502,16,1,0,0
20:41:30.472624,61809,502,16,4,3,0
20:41:30.500701,61809,505,5,1,0,0
20:41:30.500703,61809,505,5,4,3,0
20:41:30.524790,49395,507,7,1,0,0
20:41:30.524792,49395,507,7,4,3,0
20:41:30.529404,61809,507,15,1,0,0
20:41:30.529405,61809,507,15,4,3,0
20:41:30.642844,49395,517,14,1,0,0
20:41:30.642845,49395,517,14,4,3,0
20:41:30.648502,61809,518,4,1,0,0
20:41:30.648503,61809,518,4,4,3,0
20:41:30.671308,49395,520,4,1,0,0
20:41:30.671310,49395,520,4,4,3,0
20:41:30.677683,61809,520,15,1,0,0
20:41:30.677684,61809,520,15,4,3,0
20:41:30.700806,49395,522,15,1,0,0
20:41:30.700807,49395,522,15,4,3,0
20:41:30.799982,61809,531,0,1,0,0
20:41:30.799984,61809,531,0,4,3,0
20:41:30.826043,61809,533,4,1,0,0
20:41:30.826045,61809,533,4,4,3,0
20:41:30.826622,49395,533,5,1,0,0
20:41:30.826623,49395,533,5,4,3,0
20:41:30.854803,61809,535,14,1,0,0
20:41:30.854804,61809,535,14,4,3,0
20:41:30.947186,49395,543,15,1,0,0
20:41:30.947187,49395,543,15,4,3,0
20:41:30.975874,61809,546,5,1,0,0
20:41:30.975875,61809,546,5,4,3,0
20:41:31.061422,49395,553,16,1,0,0
20:41:31.061423,49395,553,16,4,3,0
20:41:31.088532,49395,556,4,1,0,0
20:41:31.088533,49395,556,4,4,3,0
20:41:31.089142,61809,556,5,1,0,0
20:41:31.089143,61809,556,5,4,3,0
20:41:31.116922,61809,558,14,1,0,0
20:41:31.116923,61809,558,14,4,3,0
20:41:31.117502,49395,558,15,1,0,0
20:41:31.117503,49395,558,15,4,3,0
20:41:31.232714,49395,568,16,1,0,0
20:41:31.232715,49395,568,16,4,3,0
20:41:31.237221,61809,569,4,1,0,0
20:41:31.237221,61809,569,4,4,3,0
20:41:31.259814,49395,571,4,1,0,0
20:41:31.259815,49395,571,4,4,3,0
20:41:31.287949,49395,573,14,1,0,0
20:41:31.287950,49395,573,14,4,3,0
20:41:31.316539,49395,576,4,1,0,0
20:41:31.316541,49395,576,4,4,3,0
20:41:31.345793,49395,578,15,1,0,0
20:41:31.345794,49395,578,15,4,3,0
20:41:31.351165,61809,579,5,1,0,0
20:41:31.351166,61809,579,5,4,3,0
20:41:31.379469,61809,581,15,1,0,0
20:41:31.379470,61809,581,15,4,3,0
20:41:31.486849,49395,588,16,1,0,0
20:41:31.486850,49395,588,16,4,3,0
20:41:31.513728,49395,591,4,1,0,0
20:41:31.513730,49395,591,4,4,3,0
20:41:31.525708,61809,592,5,1,0,0
20:41:31.525710,61809,592,5,4,3,0
20:41:31.542122,49395,593,14,1,0,0
20:41:31.542123,49395,593,14,4,3,0
20:41:31.570355,49395,596,4,1,0,0
20:41:31.570357,49395,596,4,4,3,0
20:41:31.599549,49395,598,16,1,0,0
20:41:31.599550,49395,598,16,4,3,0
20:41:31.643286,61809,602,14,1,0,0
20:41:31.643288,61809,602,14,4,3,0
20:41:31.671255,61809,605,4,1,0,0
20:41:31.671256,61809,605,4,4,3,0
20:41:31.712236,49395,608,17,1,0,0
20:41:31.712237,49395,608,17,4,3,0
20:41:31.738752,49395,611,4,1,0,0
20:41:31.738752,49395,611,4,4,3,0
20:41:31.767133,49395,613,14,1,0,0
20:41:31.767134,49395,613,14,4,3,0
20:41:31.784806,61809,615,5,1,0,0
20:41:31.784807,61809,615,5,4,3,0
20:41:31.795720,49395,616,4,1,0,0
20:41:31.795720,49395,616,4,4,3,0
20:41:31.904922,61809,625,15,1,0,0
20:41:31.904924,61809,625,15,4,3,0
20:41:31.910630,49395,626,5,1,0,0
20:41:31.910631,49395,626,5,4,3,0
20:41:31.938472,49395,628,14,1,0,0
20:41:31.938473,49395,628,14,4,3,0
20:41:31.967042,49395,631,4,1,0,0
20:41:31.967043,49395,631,4,4,3,0
20:41:32.024319,61809,636,5,1,0,0
20:41:32.024320,61809,636,5,4,3,0
20:41:32.080660,49395,641,5,1,0,0
20:41:32.080662,49395,641,5,4,3,0
20:41:32.109037,49395,643,15,1,0,0
20:41:32.109039,49395,643,15,4,3,0
20:41:32.142823,61809,646,14,1,0,0
20:41:32.142824,61809,646,14,4,3,0
20:41:32.171217,61809,649,4,1,0,0
20:41:32.171218,61809,649,4,4,3,0
20:41:32.200000,61809,651,14,1,0,0
