time,rnti,frame,slot,snrx10,tpc,rssi
20:41:18.376877,49395,547,7,100,1,937
20:41:21.997701,61809,846,7,100,1,937
20:41:25.809648,49395,120,7,100,1,937
20:41:27.007280,49395,221,7,100,1,937
20:41:27.819525,61809,284,7,100,1,937
20:41:28.515290,49395,341,7,100,1,937
20:41:28.815930,49395,367,7,100,1,937
20:41:30.088965,61809,469,7,100,1,937
20:41:30.118334,49395,471,17,100,1,937
20:41:30.865802,61809,536,7,100,1,937
20:41:31.451853,61809,585,7,100,1,937
20:41:31.592323,49395,597,17,100,1,929
20:41:32.397630,61809,668,7,100,1,937
20:41:32.522545,49395,670,17,100,1,937
20:41:33.372811,61809,744,17,100,1,937
20:41:33.731169,61809,771,7,100,1,937
20:41:33.979390,61809,792,7,100,1,937
20:41:34.383466,61809,827,7,100,1,929
20:41:34.406183,49395,829,7,100,1,937
20:41:34.411685,61809,829,17,100,1,929
20:41:35.157569,49395,890,7,100,1,929
20:41:35.658780,61809,934,7,100,1,937
20:41:36.233794,61809,978,7,100,1,937
20:41:36.460175,61809,998,7,100,1,937
20:41:36.505902,49395,1002,7,100,1,937
20:41:36.625364,49395,1012,17,100,1,937
20:41:36.654272,61809,1015,7,100,1,929
20:41:36.930253,61809,9,7,100,1,937
20:41:36.958870,61809,11,17,100,1,929
20:41:37.348560,49395,45,17,100,1,937
20:41:37.725168,49395,78,7,100,1,937
20:41:38.168949,61809,109,7,100,1,937
20:41:38.590641,61809,145,17,100,1,937
20:41:38.768343,61809,161,7,100,1,937
20:41:38.979883,61809,176,7,100,1,937
20:41:39.276701,49395,202,7,100,1,937
20:41:39.574550,49395,228,7,100,1,937
20:41:39.632766,61809,233,7,100,1,929
20:41:39.686901,49395,237,17,100,1,937
20:41:39.767752,61809,244,17,100,1,937
20:41:40.069931,49395,263,7,110,1,937
20:41:40.115972,61809,267,7,100,1,937
20:41:40.121722,61809,267,17,100,1,937
20:41:40.961317,61809,338,17,100,1,937
20:41:41.226246,61809,361,7,100,1,937
20:41:41.425045,61809,377,17,100,1,929
20:41:41.690046,61809,399,17,100,1,937
20:41:42.698793,49395,482,17,100,1,929
20:41:42.807589,61809,492,7,100,1,937
20:41:43.176001,61809,520,7,100,1,937
20:41:43.449574,49395,544,7,100,1,937
20:41:44.208920,61809,602,7,100,1,937
20:41:44.783131,61809,652,17,100,1,944
20:41:45.204960,61809,686,17,100,1,929
20:41:45.336891,49395,698,7,100,1,937
20:41:45.398134,49395,703,7,100,1,937
20:41:45.627991,61809,722,17,100,1,937
20:41:45.747792,61809,733,7,100,1,937
20:41:45.806360,49395,738,7,100,1,944
20:41:45.937358,49395,749,17,100,1,937
20:41:46.150661,49395,768,7,100,1,937
20:41:48.023797,49395,930,7,100,1,937
20:41:48.158066,49395,942,17,100,1,937
20:41:48.211069,61809,947,17,100,1,937
20:41:48.446554,49395,961,7,100,1,937
20:41:49.286745,61809,5,7,100,1,937
20:41:49.733072,49395,40,7,100,1,937
20:41:49.799755,49395,45,17,100,1,937
20:41:50.126999,49395,71,7,100,1,929
20:41:50.294211,49395,85,7,100,1,937
20:41:50.641327,49395,117,7,100,1,937
20:41:50.813580,49395,133,7,100,1,929
20:41:51.173318,49395,164,7,100,1,937
20:41:51.740671,49395,205,7,100,1,929
20:41:51.917434,49395,220,17,100,1,937
20:41:52.014264,61809,229,7,100,1,937
20:41:52.157764,49395,241,17,100,1,944
20:41:52.344708,49395,258,7,100,1,937
20:41:53.313746,61809,340,7,100,1,937
20:41:53.727797,61809,374,7,100,1,937
20:41:53.818384,49395,382,7,100,1,937
20:41:53.846808,61809,384,17,100,1,937
20:41:54.743089,61809,455,17,100,1,937
20:41:54.772194,61809,458,7,100,1,937
20:41:55.015901,61809,479,17,100,1,937
20:41:55.304002,49395,505,7,100,1,929
20:41:55.490551,61809,521,17,100,1,937
20:41:55.965430,61809,562,17,100,1,937
20:41:56.465006,61809,607,7,100,1,929
20:41:56.470770,61809,607,17,100,1,929
20:41:56.572807,61809,616,17,100,1,929
20:41:57.011245,61809,655,7,100,1,937
20:41:57.091132,49395,662,7,100,1,937
20:41:57.183068,61809,670,7,100,1,944
20:41:57.234558,49395,674,17,100,1,937
20:41:58.035382,49395,745,7,100,1,937
20:41:58.350637,61809,771,17,110,1,937
20:41:58.356462,61809,772,7,100,1,929
20:41:59.009750,49395,822,7,100,1,937
20:41:59.197166,49395,840,7,100,1,929
20:41:59.242270,49395,843,7,100,1,929
20:41:59.494512,61809,868,7,100,1,937
20:41:59.893945,49395,898,7,100,1,937
20:41:59.949791,49395,903,17,100,1,937
20:42:00.586557,49395,961,17,100,1,937
20:42:00.742796,61809,974,7,100,1,937
20:42:00.885282,49395,986,7,100,1,929
20:42:01.369887,49395,2,17,100,1,937
20:42:02.008468,49395,49,7,100,1,937
20:42:02.190139,61809,64,17,100,1,937
20:42:02.627753,61809,101,17,100,1,937
20:42:03.150293,49395,139,7,100,1,937
20:42:03.418868,61809,162,17,100,1,937
20:42:03.446695,49395,164,17,100,1,937
20:42:03.768858,49395,193,7,100,1,929
20:42:04.202262,49395,222,17,100,1,937
20:42:04.348354,61809,235,17,100,1,929
20:42:04.811204,61809,276,7,100,1,937
20:42:04.839711,61809,278,17,100,1,937
20:42:05.159415,61809,302,7,100,1,937
20:42:05.282817,61809,313,7,100,1,937
20:42:05.434773,61809,326,17,100,1,937
20:42:05.849972,61809,362,17,100,1,937
20:42:05.872402,49395,364,17,100,1,937
20:42:06.149101,61809,383,7,100,1,929
20:42:06.153948,61809,383,17,100,1,929
20:42:06.472968,49395,415,17,100,1,937
20:42:07.239945,61809,482,7,100,1,937
