time,rnti,frame,slot,snrx10,tpc,rssi
20:03:49.282348,749,835,7,100,1,929
20:03:49.459358,28730,850,17,100,1,937
20:03:50.363420,749,921,17,100,1,929
20:03:50.432067,28730,927,17,100,1,937
20:03:50.613506,749,943,17,100,1,937
20:03:50.800461,28730,960,7,100,1,937
20:03:51.057085,28730,982,17,100,1,937
20:03:51.478510,749,1019,17,100,1,937
20:03:52.217083,28730,54,7,100,1,937
20:03:52.677308,28730,94,17,100,1,937
20:03:52.797351,749,105,7,100,1,937
20:03:52.957186,749,119,7,100,1,937
20:03:53.150667,28730,136,7,100,1,937
20:03:53.588317,749,172,7,100,1,929
20:03:54.388819,28730,237,17,100,1,937
20:03:54.439801,749,242,7,100,1,944
20:03:55.324519,749,319,7,100,1,929
20:03:55.364449,749,322,17,100,1,937
20:03:55.536417,28730,337,17,100,1,929
20:03:55.627548,28730,345,17,100,1,937
20:03:55.678911,749,350,7,100,1,937
20:03:55.803448,749,361,7,100,1,937
20:03:56.078073,749,382,17,100,1,944
20:03:56.624032,749,426,7,100,1,937
20:03:56.635723,28730,427,7,100,1,937
20:03:56.682092,28730,431,7,100,1,937
20:03:57.046373,28730,462,7,100,1,937
20:03:57.070646,749,464,7,100,1,929
20:03:57.106371,749,467,7,100,1,929
20:03:57.406185,749,485,7,100,1,937
20:03:58.242931,749,557,17,100,1,937
20:03:58.248746,28730,558,7,100,1,937
20:03:58.266162,28730,559,17,100,1,929
20:03:58.394416,28730,570,17,100,1,937
20:03:58.753138,749,601,17,100,1,937
20:03:58.776031,28730,603,17,100,1,937
20:03:59.686656,28730,680,7,100,1,929
20:03:59.867703,749,695,17,100,1,937
20:03:59.908506,749,699,7,100,1,937
20:04:00.866200,749,779,7,100,1,937
20:04:01.147005,28730,801,17,100,1,929
20:04:01.439762,28730,827,7,100,1,937
20:04:01.665313,28730,846,17,100,1,937
20:04:01.797129,28730,858,7,100,1,937
20:04:01.929264,749,869,17,100,1,937
20:04:02.069830,28730,879,17,100,1,937
20:04:02.299071,28730,899,17,100,1,937
20:04:02.600156,28730,920,17,100,1,937
20:04:02.651464,749,925,7,100,1,937
20:04:02.703055,749,929,17,100,1,937
20:04:02.817636,749,939,17,100,1,937
20:04:03.428143,28730,992,7,100,1,937
20:04:03.713799,749,1012,17,100,1,937
20:04:04.034962,749,16,7,100,1,937
20:04:04.176697,28730,28,7,100,1,937
20:04:04.827351,749,80,7,100,1,937
20:04:04.889992,749,85,17,100,1,937
20:04:05.292720,28730,120,17,100,1,937
20:04:05.472057,749,136,7,100,1,929
20:04:05.809736,28730,161,7,100,1,937
20:04:05.821294,749,162,7,100,1,937
20:04:06.380594,749,211,7,100,1,937
20:04:06.460099,749,218,7,110,1,937
20:04:06.962213,749,253,17,100,1,937
20:04:07.449508,28730,296,17,100,1,929
20:04:07.576060,749,307,17,100,1,937
20:04:07.818572,749,326,7,100,1,937
20:04:08.325825,749,370,7,100,1,937
20:04:08.383990,28730,375,7,100,1,937
20:04:08.559328,749,390,7,100,1,937
20:04:08.826350,28730,408,17,100,1,937
20:04:08.998879,28730,423,17,100,1,937
20:04:09.316404,749,451,7,110,1,937
20:04:09.596995,749,473,17,110,1,937
20:04:10.360806,749,535,17,100,1,929
20:04:10.418387,28730,540,17,100,1,937
20:04:10.573426,749,554,7,100,1,937
20:04:11.149945,28730,596,7,100,1,937
20:04:11.161343,749,597,7,100,1,937
20:04:11.321949,28730,611,7,100,1,937
20:04:11.378730,28730,616,7,100,1,929
20:04:11.555330,749,631,17,100,1,929
20:04:11.583852,749,634,7,100,1,937
20:04:11.600837,28730,635,17,100,1,937
20:04:11.892601,28730,654,17,110,1,937
20:04:12.189425,28730,680,17,100,1,929
20:04:12.469484,28730,705,7,100,1,929
20:04:13.123760,28730,754,7,100,1,937
20:04:13.225834,28730,763,7,100,1,937
20:04:13.511457,749,788,7,100,1,929
20:04:13.810233,749,814,7,100,1,929
20:04:13.900747,28730,817,17,100,1,937
20:04:14.089857,749,833,7,100,1,937
20:04:14.135769,28730,837,7,100,1,937
20:04:14.301929,749,851,17,100,1,937
20:04:14.318961,28730,853,7,100,1,937
20:04:15.133042,28730,919,17,100,1,929
20:04:15.964491,28730,993,7,100,1,937
20:04:16.094139,749,997,17,100,1,937
20:04:17.239813,28730,69,7,100,1,937
20:04:17.383988,28730,81,17,100,1,937
20:04:17.417440,749,84,7,100,1,937
20:04:17.936149,28730,129,17,100,1,937
20:04:18.270922,749,150,17,100,1,937
20:04:18.710120,28730,190,17,100,1,937
20:04:18.820665,28730,200,7,100,1,929
20:04:18.855452,749,203,7,100,1,937
20:04:18.912973,749,208,7,100,1,937
20:04:19.045143,749,219,17,100,1,937
20:04:19.284298,28730,235,7,100,1,937
20:04:19.481014,28730,250,17,100,1,937
20:04:19.521265,28730,254,7,100,1,929
20:04:19.549972,28730,256,17,100,1,937
20:04:19.749560,28730,274,7,100,1,944
20:04:20.452998,749,335,17,100,1,937
20:04:20.521750,28730,341,17,100,1,937
20:04:21.434826,749,414,8,100,1,929
20:04:22.472535,28730,504,17,100,1,937
20:04:22.808889,749,534,7,100,1,937
20:04:23.193998,28730,565,17,110,1,937
20:04:23.222462,28730,568,7,100,1,929
20:04:23.604680,28730,593,7,100,1,937
20:04:24.477708,749,669,7,100,1,937
20:04:24.820043,28730,695,7,100,1,937
20:04:25.510618,28730,755,17,100,1,929
20:04:25.516367,28730,756,7,100,1,929
20:04:25.741209,749,775,17,100,1,937
20:04:27.111436,28730,890,17,100,1,937
20:04:27.182644,749,897,17,100,1,937
20:04:27.340590,749,913,7,100,1,937
20:04:27.853239,749,963,7,100,1,937
20:04:28.337204,28730,1011,7,100,1,937
20:04:28.537646,749,7,7,100,1,937
