1787367649251112729,1582294314658520,connecting to 127.0.0.1:2031
1787367649251164452,1582294314709751,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787367649251171344,1582294314716382,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787367649323300373,1582294386845680,20:00:49.321965,26562,868,8,510,48,0,480,0,5,28,860
1787367649388835300,1582294452380480,20:00:49.387576,26562,878,8,510,48,0,480,0,5,28,860
1787367649453375521,1582294516920730,20:00:49.452602,26562,888,8,505,48,0,437,0,5,28,860
1787367649517788323,1582294581333552,20:00:49.517153,26562,898,8,510,48,0,480,0,5,28,860
1787367649583055089,1582294646600557,20:00:49.581991,26562,908,8,510,48,1,480,0,5,28,860
1787367649648271195,1582294711816387,20:00:49.647220,26562,918,8,510,48,0,480,0,5,28,860
1787367649712594067,1582294776139429,20:00:49.712060,26562,928,8,505,48,0,437,0,5,28,860
1787367649776154650,1582294839700249,20:00:49.775527,26562,938,8,510,48,0,480,0,5,28,860
1787367649841978918,1582294905525118,20:00:49.840810,26562,948,8,510,48,0,480,0,5,28,860
1787367649906178341,1582294969723816,20:00:49.905307,26562,958,8,510,48,0,480,0,5,28,860
1787367649970203675,1582295033749291,20:00:49.969114,26562,968,8,505,48,0,437,0,5,28,860
1787367650033315858,1582295096861138,20:00:50.032990,26562,978,8,510,48,1,480,0,5,28,860
1787367650097543784,1582295161089098,20:00:50.097015,26562,988,8,510,48,0,480,0,5,28,860
1787367650119694327,1582295183239577,20:00:50.119389,26562,991,17,505,48,0,106,0,5,28,860
1787367650122864261,1582295186409331,20:00:50.122660,26562,992,7,510,48,1,106,0,5,28,890
1787367650127140575,1582295190685832,20:00:50.126013,26562,992,17,500,48,0,2178,0,106,28,860
1787367650127181393,1582295190726353,20:00:50.126459,26562,992,18,505,61,1,10247,0,106,28,860
1787367650127192037,1582295190736959,20:00:50.126695,26562,992,19,505,61,1,8197,0,85,28,860
1787367650129285896,1582295192830981,20:00:50.129173,26562,993,7,500,61,0,2178,0,106,28,860
1787367650130437671,1582295193982695,20:00:50.129624,26562,993,8,505,61,1,10247,0,106,28,860
1787367650130488953,1582295194033967,20:00:50.129988,26562,993,9,505,61,1,8197,0,85,28,860
1787367650194824973,1582295258370163,20:00:50.194372,26562,1003,8,510,61,0,480,0,5,28,860
1787367650220261941,1582295283807181,20:00:50.219458,26562,1007,7,505,48,0,106,0,5,28,860
1787367650223379732,1582295286924789,20:00:50.222579,26562,1007,17,505,48,0,106,0,5,28,860
1787367650226817547,1582295290362983,20:00:50.226106,26562,1008,7,500,48,0,2178,0,106,28,860
1787367650226828159,1582295290373116,20:00:50.226459,26562,1008,8,510,61,0,9222,0,106,28,860
1787367650227680714,1582295291225825,20:00:50.226785,26562,1008,9,505,61,0,9222,0,95,28,860
1787367650229800220,1582295293345444,20:00:50.228966,26562,1008,17,500,61,0,2178,0,106,28,860
1787367650229816119,1582295293361071,20:00:50.229374,26562,1008,18,505,61,1,10247,0,106,28,860
1787367650229882961,1582295293427874,20:00:50.229739,26562,1008,19,505,61,1,8197,0,85,28,860
1787367650291622674,1582295355167864,20:00:50.290445,26562,1018,8,510,61,0,480,0,5,28,860
1787367650318997500,1582295382543071,20:00:50.318758,26562,1022,17,500,48,0,106,0,5,28,860
1787367650322191052,1582295385736223,20:00:50.321965,26562,1023,7,510,48,0,106,0,5,28,890
1787367650325976667,1582295389521901,20:00:50.325159,26562,1023,17,500,48,0,2178,0,106,28,860
1787367650326341536,1582295389886572,20:00:50.325593,26562,1023,18,505,61,0,10247,0,106,28,860
1787367650326346824,1582295389891783,20:00:50.326072,26562,1023,19,505,61,0,8197,0,85,28,860
1787367650328989617,1582295392534803,20:00:50.328237,26562,0,7,500,61,0,2178,0,106,28,860
1787367650329591113,1582295393136069,20:00:50.328698,26562,0,8,505,61,1,9222,0,106,28,860
1787367650329596394,1582295393141334,20:00:50.328983,26562,0,9,505,61,1,9222,0,95,28,860
1787367650392816833,1582295456362068,20:00:50.392214,26562,10,8,510,61,0,480,0,5,28,860
1787367650419056366,1582295482601453,20:00:50.418027,26562,14,7,505,48,0,106,0,5,28,860
1787367650422234093,1582295485779336,20:00:50.421026,26562,14,17,505,48,0,106,0,5,28,860
1787367650424277948,1582295487823121,20:00:50.424182,26562,15,7,500,48,0,2178,0,106,28,860
1787367650425647602,1582295489192621,20:00:50.424733,26562,15,8,505,61,0,10247,0,106,28,860
1787367650425654678,1582295489199620,20:00:50.424971,26562,15,9,505,61,0,8197,0,85,28,860
1787367650428034024,1582295491579104,20:00:50.427497,26562,15,17,500,61,0,2178,0,106,28,860
1787367650429122611,1582295492667598,20:00:50.427877,26562,15,18,505,61,1,10247,0,106,28,860
1787367650429128839,1582295492673776,20:00:50.428207,26562,15,19,505,61,1,8197,0,85,28,860
1787367650489081084,1582295552626283,20:00:50.488638,26562,25,8,510,61,0,480,0,5,28,860
1787367650520717192,1582295584262271,20:00:50.520322,26562,30,7,505,48,0,106,0,5,28,860
1787367650524045084,1582295587590124,20:00:50.523285,26562,30,17,505,48,0,106,0,5,28,860
1787367650527425883,1582295590970905,20:00:50.526402,26562,31,7,500,48,0,2178,0,106,28,860
1787367650528477762,1582295592022798,20:00:50.527063,26562,31,8,505,61,0,10247,0,106,28,860
1787367650528484136,1582295592029060,20:00:50.527326,26562,31,9,505,61,0,8197,0,85,28,860
1787367650530752612,1582295594297633,20:00:50.529688,26562,31,17,500,61,0,2178,0,106,28,860
1787367650531429292,1582295594974271,20:00:50.530352,26562,31,18,505,61,1,10247,0,106,28,860
1787367650531441140,1582295594986065,20:00:50.530725,26562,31,19,505,61,1,8197,0,85,28,860
1787367650590644650,1582295654189771,20:00:50.590068,26562,41,8,510,61,0,480,0,5,28,860
1787367650618829660,1582295682374723,20:00:50.618226,26562,45,17,505,48,0,106,0,5,28,860
1787367650621957378,1582295685502610,20:00:50.621682,26562,46,7,505,48,0,106,0,5,28,860
1787367650625164655,1582295688709879,20:00:50.624820,26562,46,17,500,48,0,2178,0,106,28,860
1787367650626378064,1582295689923402,20:00:50.625394,26562,46,18,505,61,0,10247,0,106,28,860
1787367650626389039,1582295689934001,20:00:50.625656,26562,46,19,505,61,0,8197,0,85,28,860
1787367650628243319,1582295691788454,20:00:50.627965,26562,47,7,500,61,0,2178,0,106,28,860
1787367650629339427,1582295692884421,20:00:50.628444,26562,47,8,505,61,0,10247,0,106,28,860
1787367650629354994,1582295692899929,20:00:50.628776,26562,47,9,505,61,1,8197,0,85,28,860
1787367650693814606,1582295757359904,20:00:50.692882,26562,57,8,510,61,0,480,0,5,28,860
1787367650718093164,1582295781638497,20:00:50.717964,26562,61,7,505,48,0,106,0,5,28,860
1787367650721332705,1582295784877810,20:00:50.721079,26562,61,17,505,48,0,106,0,5,28,860
1787367650724503945,1582295788049237,20:00:50.724392,26562,62,7,500,48,0,2178,0,106,28,860
1787367650725531005,1582295789076036,20:00:50.724835,26562,62,8,505,61,0,10247,0,106,28,860
1787367650725547684,1582295789092645,20:00:50.725169,26562,62,9,505,61,0,8197,0,85,28,860
1787367650727670632,1582295791215637,20:00:50.727574,26562,62,17,500,61,0,2178,0,106,28,860
1787367650728734896,1582295792279903,20:00:50.728152,26562,62,18,505,61,1,10247,0,106,28,860
1787367650728751254,1582295792296181,20:00:50.728400,26562,62,19,505,61,1,8197,0,85,28,860
1787367650789957953,1582295853503314,20:00:50.789202,26562,72,8,505,61,0,437,0,5,28,860
1787367650820502159,1582295884047171,20:00:50.819993,26562,77,7,505,48,0,106,0,5,28,860
1787367650823735503,1582295887280562,20:00:50.823205,26562,77,17,505,48,0,106,0,5,28,860
1787367650826992272,1582295890537597,20:00:50.826305,26562,78,7,500,48,0,2178,0,106,28,860
1787367650827003233,1582295890548187,20:00:50.826709,26562,78,8,505,61,0,10247,0,106,28,860
1787367650828028941,1582295891573941,20:00:50.827011,26562,78,9,505,61,0,8197,0,85,28,860
1787367650830796078,1582295894341253,20:00:50.829412,26562,78,17,500,61,0,2178,0,106,28,860
1787367650830815458,1582295894360409,20:00:50.829986,26562,78,18,505,61,1,10247,0,106,28,860
