1787367876415707293,1582521479252373,connecting to 127.0.0.1:2031
1787367876415736188,1582521479281188,turning ON GNB_MAC_UL_MCS_DECISION
1787367876415752994,1582521479297927,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787367876464772554,1582521528318517,20:04:36.464024,63117,875,2,875,8,472,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876530205597,1582521593751058,20:04:36.529289,63117,885,2,885,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876594442654,1582521657988886,20:04:36.593710,63117,895,2,895,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876659853403,1582521723399298,20:04:36.658613,63117,905,2,905,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876724358114,1582521787903665,20:04:36.723346,63117,915,2,915,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876788816971,1582521852363570,20:04:36.788070,63117,925,2,925,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876853215377,1582521916761449,20:04:36.852613,63117,935,2,935,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876918665997,1582521982211568,20:04:36.917595,63117,945,2,945,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367876983156138,1582522046702078,20:04:36.982367,63117,955,2,955,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367877047487331,1582522111033829,20:04:37.047092,63117,965,2,965,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367877114740915,1582522178286752,20:04:37.113982,63117,975,2,975,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367877179032411,1582522242578114,20:04:37.178572,63117,985,2,985,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367877244295992,1582522307841683,20:04:37.243515,63117,995,2,995,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367877282153295,1582522345698538,20:04:37.281973,63117,1001,1,1001,7,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787367877286439242,1582522349984244,20:04:37.285230,63117,1001,11,1001,17,481,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787367877289758371,1582522353303328,20:04:37.288403,63117,1002,1,1002,7,482,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787367877289766812,1582522353311738,20:04:37.288799,63117,1002,2,1002,8,482,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787367877289772848,1582522353317774,20:04:37.289131,63117,1002,3,1002,9,482,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
