time,rnti,frame,slot,lcid,data_size,tx_list_occupancy
20:21:43.894420,35953,31,15,1,0,0
20:21:43.894422,35953,31,15,4,3,0
20:21:43.945004,35953,36,16,1,0,0
20:21:43.945006,35953,36,16,4,3,0
20:21:43.968700,35953,39,4,1,0,0
20:21:43.968701,35953,39,4,4,3,0
20:21:43.993705,35953,41,14,1,0,0
20:21:43.993706,35953,41,14,4,3,0
20:21:44.018762,35953,44,4,1,0,0
20:21:44.018764,35953,44,4,4,3,0
20:21:44.070089,35953,49,5,1,0,0
20:21:44.070091,35953,49,5,4,3,0
20:21:44.095098,35953,51,15,1,0,0
20:21:44.095099,35953,51,15,4,3,0
20:21:44.190065,7659,61,5,1,0,0
20:21:44.190067,7659,61,5,4,3,0
20:21:44.249048,7659,66,15,1,0,0
20:21:44.249050,7659,66,15,4,3,0
20:21:44.258522,35953,67,14,1,0,0
20:21:44.258524,35953,67,14,4,3,0
20:21:44.353463,7659,77,5,1,0,0
20:21:44.353465,7659,77,5,4,3,0
20:21:44.362834,35953,78,4,1,0,0
20:21:44.362835,35953,78,4,4,3,0
20:21:44.457617,7659,87,15,1,0,0
20:21:44.457619,7659,87,15,4,3,0
20:21:44.462575,35953,88,5,1,0,0
20:21:44.462576,35953,88,5,4,3,0
20:21:44.561815,7659,98,5,1,0,0
20:21:44.561817,7659,98,5,4,3,0
20:21:44.567261,35953,98,16,1,0,0
20:21:44.567262,35953,98,16,4,3,0
20:21:44.665917,7659,108,14,1,0,0
20:21:44.665918,7659,108,14,4,3,0
20:21:44.671863,35953,109,6,1,0,0
20:21:44.671864,35953,109,6,4,3,0
20:21:44.691002,7659,111,4,1,0,0
20:21:44.691004,7659,111,4,4,3,0
20:21:44.775693,35953,119,14,1,0,0
20:21:44.775696,35953,119,14,4,3,0
20:21:44.791231,7659,121,5,1,0,0
20:21:44.791233,7659,121,5,4,3,0
20:21:44.849401,35953,122,13,1,0,0
20:21:44.849403,35953,122,13,4,3,0
20:21:44.865127,7659,124,2,1,0,0
20:21:44.865128,7659,124,2,4,3,0
