time,rnti,frame,slot,snrx10,tpc,rssi
20:21:44.028565,35953,44,17,100,1,937
20:21:44.710813,35953,112,17,100,1,929
20:21:45.883758,35953,222,7,100,1,937
20:21:46.829361,35953,300,17,100,1,937
20:21:47.530426,7659,355,17,100,1,929
20:21:48.242451,35953,422,17,100,1,937
20:21:48.836768,35953,481,7,100,1,937
20:21:49.549408,35953,538,7,100,1,944
20:21:49.704107,7659,551,17,100,1,929
20:21:50.261332,7659,600,7,100,1,937
20:21:50.375212,7659,610,7,100,1,929
20:21:50.460860,35953,617,17,100,1,937
20:21:50.598682,35953,629,17,100,1,937
20:21:50.655204,35953,634,17,100,1,937
20:21:50.717709,35953,640,7,100,1,937
20:21:51.356212,7659,690,7,100,1,937
20:21:52.185048,35953,759,7,100,1,929
20:21:52.367080,7659,774,17,100,1,937
20:21:52.811276,7659,812,17,100,1,937
20:21:53.344654,35953,850,17,100,1,937
20:21:53.793329,7659,889,17,100,1,929
20:21:53.810489,35953,891,7,100,1,937
20:21:54.029371,7659,910,7,100,1,937
20:21:54.194437,7659,924,17,100,1,937
20:21:54.440162,35953,942,7,100,1,937
20:21:54.651400,35953,960,17,100,1,937
20:21:54.843241,35953,977,7,100,1,937
20:21:55.082733,7659,997,17,100,1,937
20:21:55.625930,35953,16,17,100,1,929
20:21:55.770035,7659,29,7,110,1,937
20:21:55.820971,7659,33,17,100,1,937
20:21:56.050605,35953,53,17,100,1,937
20:21:56.131103,7659,60,17,100,1,929
20:21:56.496866,35953,85,17,100,1,929
20:21:57.005159,7659,129,17,100,1,937
20:21:57.167132,7659,143,17,100,1,937
20:21:57.304519,35953,151,7,100,1,929
20:21:57.976658,35953,209,7,100,1,929
20:21:58.630969,35953,259,7,100,1,937
20:21:58.954703,7659,287,7,100,1,929
20:21:59.764277,7659,358,7,100,1,929
20:21:59.888262,35953,369,7,100,1,937
20:22:00.109369,35953,386,7,100,1,937
20:22:00.203813,7659,394,7,100,1,937
20:22:00.233114,7659,396,17,100,1,929
20:22:00.651064,35953,427,7,100,1,937
20:22:01.428082,7659,490,7,100,1,937
20:22:01.615204,35953,505,17,100,1,937
20:22:02.270486,7659,563,7,100,1,937
20:22:02.492083,7659,582,17,100,1,937
20:22:02.497772,7659,583,7,100,1,937
20:22:02.667397,35953,598,7,100,1,937
20:22:02.897322,35953,618,7,100,1,944
20:22:03.251291,7659,646,17,100,1,937
20:22:03.698252,7659,677,7,100,1,929
20:22:03.985006,35953,702,7,100,1,937
20:22:04.393547,7659,733,17,100,1,937
20:22:04.761652,7659,765,7,100,1,937
20:22:05.164911,7659,799,17,100,1,929
20:22:05.296793,7659,811,7,100,1,937
20:22:05.325199,7659,813,17,100,1,937
20:22:05.571151,7659,827,7,100,1,937
20:22:05.661446,35953,835,7,100,1,937
20:22:06.677908,35953,918,7,100,1,929
20:22:07.329835,7659,974,17,100,1,937
20:22:08.030085,7659,4,7,100,1,937
20:22:08.367762,7659,33,7,100,1,937
20:22:08.846396,7659,74,17,100,1,937
20:22:08.864577,35953,76,7,100,1,937
20:22:09.303064,35953,114,7,100,1,937
20:22:09.498333,35953,131,7,100,1,937
20:22:09.905391,7659,163,7,100,1,937
20:22:10.872965,7659,243,7,100,1,937
20:22:10.907798,7659,246,7,100,1,937
20:22:11.092851,35953,262,7,100,1,937
20:22:11.122082,35953,264,17,100,1,937
20:22:12.423630,7659,375,7,100,1,937
20:22:13.288400,7659,447,7,100,1,937
20:22:13.357789,7659,453,7,100,1,937
20:22:13.381075,7659,455,7,100,1,929
20:22:13.542713,35953,469,7,100,1,944
20:22:13.582887,35953,472,17,100,1,937
20:22:14.261165,7659,523,7,100,1,937
20:22:14.342217,7659,530,7,100,1,937
20:22:14.790394,7659,568,7,100,1,937
20:22:15.134740,35953,595,17,100,1,937
20:22:15.199072,7659,601,7,100,1,937
20:22:15.558426,7659,632,7,100,1,937
20:22:15.683986,7659,643,7,100,1,937
20:22:15.812195,7659,654,7,100,1,937
20:22:16.292765,35953,692,7,100,1,937
20:22:16.739693,7659,731,7,100,1,929
20:22:16.998432,7659,750,17,100,1,937
20:22:17.853088,35953,830,7,100,1,937
20:22:17.894192,35953,834,7,100,1,937
20:22:17.894192,7659,834,7,100,1,937
20:22:18.198021,7659,854,7,100,1,937
20:22:18.291821,35953,863,7,100,1,944
20:22:18.636862,7659,896,7,100,1,937
20:22:18.806926,35953,912,17,100,1,937
20:22:18.969755,7659,927,7,100,1,937
20:22:19.130001,7659,937,7,100,1,937
20:22:19.527344,7659,972,7,100,1,929
20:22:19.583962,7659,977,7,100,1,937
20:22:19.778107,35953,994,7,100,1,937
20:22:20.161450,7659,3,7,100,1,937
20:22:20.218070,7659,8,7,100,1,937
20:22:20.507511,35953,33,17,100,1,937
20:22:20.751981,7659,55,7,100,1,937
20:22:20.848384,7659,63,17,100,1,937
20:22:21.210188,7659,90,17,100,1,937
20:22:21.704946,7659,133,17,100,1,937
20:22:22.074198,35953,164,17,100,1,937
20:22:22.509124,35953,200,17,100,1,937
20:22:22.641292,7659,212,7,100,1,937
20:22:22.858654,7659,231,7,100,1,937
20:22:23.167175,35953,252,19,110,1,937
20:22:23.350956,7659,268,17,100,1,937
20:22:23.435744,7659,276,7,100,1,929
