time,eNB_ID,rnti,rb_id,length
20:42:41.077977,0,49395,1,1504
20:42:41.078722,0,49395,1,1504
20:42:41.078723,0,49395,1,1504
20:42:41.084081,0,49395,1,1504
20:42:41.084855,0,49395,1,1504
20:42:41.084857,0,49395,1,1504
20:42:41.090174,0,49395,1,1504
20:42:41.090811,0,49395,1,1504
20:42:41.090812,0,49395,1,1504
20:42:41.096234,0,49395,1,1504
20:42:41.096236,0,49395,1,1504
20:42:41.096780,0,49395,1,1504
20:42:41.102201,0,49395,1,1504
20:42:41.102203,0,49395,1,1504
20:42:41.102834,0,49395,1,1504
20:42:41.108302,0,49395,1,1504
20:42:41.108304,0,49395,1,1504
20:42:41.108980,0,49395,1,1504
20:42:41.114262,0,49395,1,1504
20:42:41.114263,0,49395,1,1504
20:42:41.115040,0,49395,1,1504
20:42:41.120281,0,49395,1,1504
20:42:41.120282,0,49395,1,1504
20:42:41.120907,0,49395,1,1504
20:42:41.126390,0,49395,1,1504
20:42:41.126392,0,49395,1,1504
20:42:41.126960,0,49395,1,1504
20:42:41.131720,0,49395,1,1504
20:42:41.132542,0,49395,1,1504
20:42:41.133338,0,49395,1,1504
20:42:41.137948,0,49395,1,1504
20:42:41.138462,0,49395,1,1504
20:42:41.139170,0,49395,1,1504
20:42:41.139171,0,49395,1,1504
20:42:41.144773,0,49395,1,1504
20:42:41.145359,0,49395,1,1504
20:42:41.145361,0,49395,1,1504
20:42:41.150515,0,49395,1,1504
20:42:41.151015,0,49395,1,1504
20:42:41.151016,0,49395,1,1504
20:42:41.155747,0,49395,1,832
20:42:41.156466,0,49395,1,1504
20:42:41.157207,0,49395,1,1504
20:42:41.161977,0,49395,1,1504
20:42:41.162524,0,49395,1,1504
20:42:41.163038,0,49395,1,1504
20:42:41.167794,0,49395,1,1504
20:42:41.168514,0,49395,1,1504
20:42:41.169066,0,49395,1,1504
20:42:41.169067,0,49395,1,1504
20:42:41.174539,0,49395,1,1504
20:42:41.175032,0,49395,1,1504
20:42:41.175035,0,49395,1,1504
20:42:41.180482,0,49395,1,1504
20:42:41.180483,0,49395,1,1504
20:42:41.181314,0,49395,1,1504
20:42:41.186755,0,49395,1,1504
20:42:41.186757,0,49395,1,1504
20:42:41.187004,0,49395,1,1504
20:42:41.192972,0,49395,1,1504
20:42:41.192975,0,49395,1,1504
20:42:41.193349,0,49395,1,1504
20:42:41.198719,0,49395,1,1504
20:42:41.198721,0,49395,1,1504
20:42:41.199060,0,49395,1,1504
20:42:41.203723,0,49395,1,1504
20:42:41.204474,0,49395,1,1504
20:42:41.205318,0,49395,1,1504
20:42:41.210107,0,49395,1,1504
20:42:41.210765,0,49395,1,1504
20:42:41.211170,0,49395,1,1504
20:42:41.216610,0,49395,1,1504
20:42:41.216612,0,49395,1,1504
20:42:41.217198,0,49395,1,1504
20:42:41.221874,0,49395,1,1504
20:42:41.222759,0,49395,1,1504
20:42:41.223153,0,49395,1,1504
20:42:41.227874,0,49395,1,1504
20:42:41.228629,0,49395,1,1504
20:42:41.229265,0,49395,1,1504
20:42:41.234152,0,49395,1,1504
20:42:41.234779,0,49395,1,832
20:42:41.234781,0,49395,1,1504
20:42:41.235377,0,49395,1,1504
20:42:41.240689,0,49395,1,1504
20:42:41.240691,0,49395,1,1504
20:42:41.241268,0,49395,1,1504
20:42:41.246235,0,49395,1,1504
20:42:41.246739,0,49395,1,1504
20:42:41.247476,0,49395,1,1504
20:42:41.251878,0,49395,1,1504
20:42:41.252649,0,49395,1,1504
20:42:41.253351,0,49395,1,1504
20:42:41.257943,0,49395,1,1504
20:42:41.258609,0,49395,1,1504
20:42:41.259200,0,49395,1,1504
20:42:41.259201,0,49395,1,1504
20:42:41.264599,0,49395,1,1504
20:42:41.265196,0,49395,1,1504
20:42:41.265197,0,49395,1,1504
20:42:41.271306,0,49395,1,1504
20:42:41.271313,0,49395,1,1504
20:42:41.272375,0,49395,1,1504
20:42:41.276954,0,49395,1,1504
20:42:41.276955,0,49395,1,1504
20:42:41.277495,0,49395,1,1504
20:42:41.282920,0,49395,1,1504
20:42:41.282921,0,49395,1,1504
20:42:41.283524,0,49395,1,1504
20:42:41.288937,0,49395,1,1504
20:42:41.288939,0,49395,1,1504
20:42:41.289501,0,49395,1,1504
20:42:41.294186,0,49395,1,1504
20:42:41.295013,0,49395,1,1504
20:42:41.295447,0,49395,1,1504
20:42:41.300184,0,49395,1,1504
20:42:41.300963,0,49395,1,1504
20:42:41.301798,0,49395,1,1504
20:42:41.306550,0,49395,1,1504
20:42:41.307688,0,49395,1,1504
20:42:41.307976,0,49395,1,1504
20:42:41.312166,0,49395,1,1504
20:42:41.312878,0,49395,1,832
20:42:41.313478,0,49395,1,1504
20:42:41.313479,0,49395,1,1504
20:42:41.319263,0,49395,1,1504
20:42:41.319265,0,49395,1,1504
