time,rnti,frame,slot,snrx10,tpc,rssi
20:42:37.106201,61809,77,7,100,1,937
20:42:41.234149,49395,418,7,100,1,929
20:42:41.987811,61809,484,7,100,1,937
20:42:43.020311,49395,565,7,100,1,937
20:42:43.151859,61809,576,7,100,1,937
20:42:43.984242,49395,640,7,100,1,929
20:42:44.239279,61809,662,7,100,1,937
20:42:44.567266,49395,690,17,100,1,937
20:42:44.792645,61809,706,17,100,1,937
20:42:44.844722,49395,711,7,100,1,937
20:42:44.999837,49395,724,17,100,1,929
20:42:45.150044,49395,737,17,100,1,937
20:42:45.179273,61809,740,7,100,1,929
20:42:46.384317,49395,835,7,100,1,937
20:42:46.746555,61809,857,7,100,1,937
20:42:47.880990,61809,950,7,100,1,937
20:42:49.004291,61809,19,17,100,1,937
20:42:49.206695,61809,37,7,100,1,929
20:42:49.414912,49395,55,7,100,1,929
20:42:49.653230,49395,75,17,110,1,937
20:42:49.774735,61809,86,7,100,1,937
20:42:49.982645,49395,96,7,100,1,937
20:42:50.000006,61809,97,17,100,1,929
20:42:50.109441,61809,107,7,100,1,929
20:42:50.288252,61809,122,17,100,1,929
20:42:50.560115,61809,146,7,100,1,937
20:42:50.739225,49395,161,17,100,1,937
20:42:50.866747,49395,172,17,100,1,937
20:42:51.816605,49395,253,7,100,1,937
20:42:52.034459,49395,265,7,100,1,937
20:42:52.182813,49395,277,17,100,1,937
20:42:52.908427,61809,341,7,100,1,929
20:42:52.914019,61809,341,17,100,1,929
20:42:53.254731,61809,367,7,100,1,937
20:42:53.431256,61809,382,17,100,1,937
20:42:54.606166,61809,474,17,100,1,937
20:42:55.395219,49395,538,17,100,1,937
20:42:56.185577,61809,601,17,100,1,937
20:42:56.714391,49395,648,7,100,1,929
20:42:56.731265,49395,649,17,100,1,929
20:42:57.237013,49395,685,7,100,1,937
20:42:57.288415,61809,689,17,100,1,929
20:42:57.476700,61809,706,7,100,1,937
20:42:58.229769,49395,765,7,100,1,929
20:42:58.910935,49395,825,7,100,1,937
20:42:59.597070,49395,882,7,100,1,937
20:42:59.741690,61809,896,17,100,1,937
20:43:00.514515,49395,961,17,100,1,929
20:43:00.983129,61809,1002,7,100,1,937
20:43:01.102221,49395,1012,17,100,1,937
20:43:01.130803,61809,1015,7,100,1,937
20:43:01.395176,49395,12,17,100,1,937
20:43:01.514104,49395,23,7,110,1,937
20:43:01.592912,49395,30,7,100,1,937
20:43:01.991475,49395,64,7,100,1,937
20:43:02.460731,49395,99,7,100,1,937
20:43:02.500034,61809,102,7,100,1,937
20:43:02.806692,61809,127,17,100,1,944
20:43:03.194196,61809,161,17,100,1,937
20:43:03.397336,49395,179,17,100,1,937
20:43:04.596297,49395,278,7,100,1,929
20:43:04.827559,49395,298,7,100,1,937
20:43:05.118655,61809,323,17,100,1,937
20:43:05.203812,61809,331,7,100,1,929
20:43:05.779382,61809,376,17,100,1,944
20:43:05.893989,49395,386,7,100,1,937
20:43:07.524221,61809,517,17,100,1,937
20:43:07.530247,61809,518,7,100,1,937
20:43:07.765321,61809,537,17,100,1,937
20:43:07.825785,49395,542,17,100,1,937
20:43:08.024332,61809,558,17,100,1,937
20:43:08.715574,61809,615,17,100,1,937
20:43:09.121700,49395,647,17,100,1,929
20:43:09.346404,61809,663,7,100,1,937
20:43:09.625501,61809,687,17,100,1,937
20:43:09.722444,61809,696,7,100,1,937
20:43:09.870059,49395,709,7,100,1,929
20:43:10.026932,49395,723,7,100,1,937
20:43:10.628219,61809,772,7,100,1,937
20:43:10.708266,49395,779,7,100,1,937
20:43:11.681040,61809,858,17,100,1,937
20:43:12.054331,61809,891,7,100,1,937
20:43:12.406878,49395,918,7,100,1,937
20:43:12.754075,61809,948,7,100,1,937
20:43:12.966688,49395,966,17,100,1,937
20:43:13.023706,61809,971,17,100,1,937
20:43:13.075488,49395,976,7,100,1,929
20:43:13.480089,61809,1001,17,100,1,937
20:43:13.977092,61809,19,17,100,1,937
20:43:14.088240,61809,29,7,100,1,929
20:43:14.162247,49395,35,17,100,1,937
20:43:14.231365,61809,41,17,100,1,937
20:43:14.495372,61809,64,17,100,1,937
20:43:14.804298,61809,91,17,100,1,937
20:43:15.274180,61809,135,17,100,1,937
20:43:15.583227,49395,158,7,100,1,929
20:43:15.750935,61809,174,7,100,1,937
20:43:15.761215,49395,175,7,100,1,937
20:43:15.853692,61809,184,7,100,1,929
20:43:16.199343,61809,217,17,100,1,937
20:43:16.240438,49395,221,17,100,1,929
20:43:16.317353,61809,229,7,100,1,937
20:43:16.381919,49395,235,7,100,1,937
20:43:16.596077,49395,249,17,110,1,937
20:43:16.767577,61809,264,17,100,1,937
20:43:17.169700,61809,299,17,100,1,929
20:43:17.482942,49395,326,17,100,1,937
20:43:19.106834,61809,455,17,100,1,929
20:43:19.238197,61809,467,7,100,1,937
20:43:19.249558,49395,468,7,100,1,937
20:43:19.250163,49395,468,8,100,1,937
20:43:19.317628,49395,474,7,100,1,937
20:43:19.586605,61809,497,17,100,1,929
20:43:19.998662,49395,531,7,100,1,937
20:43:20.885489,61809,606,7,100,1,937
20:43:20.931712,49395,610,7,100,1,937
