action_id,profile_id,execution_mode,family,latent_width,quantizer,bit_width,q,q_e4,keep_count,drop_count,zstd_level,wire_layout,wire_version,checkpoint_sha256,routing_tag,decoder_identity,pre_zstd_analytical_bytes,zstd_median_bytes,zstd_p95_bytes,ratio_vs_dense_fp32_q0,ratio_vs_same_family_same_q_uint8,vehicle_precision,vehicle_recall,vehicle_f1,vehicle_xy_mae_m,canonical_person_precision,canonical_person_recall,canonical_person_f1,canonical_person_xy_mae_m,person_avo_precision,person_avo_recall,person_avo_f1,person_avo_xy_mae_m,person_avo_recall_0_30m,person_avo_recall_30_40m_diagnostic,vehicle_iou,person_box_mask_iou,foreground_miou,relative_preservation_passed,relative_preservation_count,absolute_service_ready,absolute_service_count,localization_requirements_passed,localization_requirement_count,localization_requirements_evaluated,segmentation_installable,segmentation_behavior,source_contract_tier,stress_or_emergency_anchor,transport_valid,agent_action_enabled,source_evidence_path,source_evidence_sha256,durable_setting_path,durable_setting_sha256
45,split_ae64_uint6_q7000,SPLIT,AE64,64,UINT6,6,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,312900,296569.0,297600.0,0.013468079676151015,0.7924058953038496,0.8928950159066809,0.8688473841708801,0.8807070759897494,0.5347017026062303,0.6920759264838807,0.5932334710743802,0.6388541232095676,0.847376534496262,0.593200468933177,0.7035106013208203,0.643663539513436,0.8077723003904024,0.8155430711610487,0.3805668016194332,0.7667868916972334,0.46421038438201273,0.615498638039623,True,12,False,4,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q7000.json,67db757f3192dbb286b9bdd35daf2041e1b90bbd6a103091f9d85003a4de8073
46,split_ae64_uint6_q9000,SPLIT,AE64,64,UINT6,6,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,106452,99991.0,100312.0,0.004540888477548281,0.7920894824813645,0.8177938279711097,0.7711278505830151,0.7937755589781719,0.7242460864456617,0.5577557755775577,0.5237603305785123,0.5402237613212573,0.8758125880907484,0.46531566640685895,0.6225234619395204,0.5325602140945584,0.8359229800754558,0.75,0.2550607287449393,0.4285436573194651,0.35317983782873613,0.39086174757410064,True,12,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q9000.json,b7a6ec6c90a159d815014e3ecf8fd337ebb226a5fcbf4b5ca579413bd16b3b0a
47,split_ae64_uint6_q9800,SPLIT,AE64,64,UINT6,6,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,23892,20767.0,20858.0,0.000943091188339402,0.7956095318366408,0.6281269066503966,0.4249303477453307,0.5069243552655875,1.0479992957100632,0.48542402826855124,0.28383264462809915,0.35821382007822683,0.9558911775976032,0.38977002379064235,0.34167535627389645,0.3641415076866086,0.9266591415703582,0.43726591760299627,0.06612685560053981,0.1456768733168753,0.1381498156480138,0.14191334448244453,True,12,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q9800.json,51c030af3ee8b19631dc2bb2b98f3317d85ffae2190dd2c94a66a5907e2a68bd
48,split_ae64_uint4_q0000,SPLIT,AE64,64,UINT4,4,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,688692,468444.0,507984.4,0.021273434228846866,0.38521802986557285,0.9288480690494633,0.8661644825095449,0.8964117898334045,0.49199761738791004,0.7771528998242531,0.5710227272727273,0.6583296114336757,0.8330358251248009,0.6965541490857946,0.6885644768856448,0.6925362698828876,0.8072296462180846,0.8155430711610487,0.3225371120107962,0.8949931705278766,0.520162500852295,0.7075778356900858,True,12,False,7,False,5,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q0000.json,98e671203d087aa0cd5bd1433d7e8d2170673ff2e77cb1a3a9968c7f785a05a9
49,split_ae64_uint4_q3000,SPLIT,AE64,64,UINT4,4,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,484948,359970.0,369130.0,0.016347307510306473,0.41750706631608614,0.9269557541652874,0.8668868021875967,0.8959155380185561,0.4960877151271436,0.7459423650215303,0.5816115702479339,0.6536061529531273,0.837100303665708,0.6595465001643115,0.6976016684045881,0.6780405405405405,0.8050952180316708,0.8202247191011236,0.3441295546558704,0.8850033039022546,0.51090932793165,0.6979563159169523,True,12,False,7,False,5,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q3000.json,7f24e857e7b8992900845b5639df1f96991b2f175723ed0db2ab6e48c19fbaf1
50,split_ae64_uint4_q5000,SPLIT,AE64,64,UINT4,4,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,347316,263507.0,267895.2,0.011966635997772947,0.4253110660255696,0.9124878154446009,0.86936332679806,0.8904037201437328,0.49775498958523795,0.7398241615109085,0.5867768595041323,0.6544721302030823,0.8314416137538324,0.6475120385232744,0.7010775112964894,0.6732309746328438,0.8029402313440597,0.8202247191011236,0.3576248313090418,0.8504232546512555,0.499804691207308,0.6751139729292818,True,12,False,6,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q5000.json,bccf4965dd2b78aba2d4602bd4c0c4b8f95f3afdecbf3dae5da958401f0734cd
51,split_ae64_uint4_q7000,SPLIT,AE64,64,UINT4,4,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,209684,162292.0,164210.6,0.007370162042566487,0.43362973729773635,0.8918088375543075,0.8684346300691363,0.8799665411961523,0.5336360440784779,0.6914925825007568,0.5898760330578512,0.6366550522648082,0.845588723892877,0.5955188679245284,0.7021202641640598,0.6444408996650184,0.8119179490189715,0.8141385767790262,0.3792172739541161,0.7657529696808371,0.46316697241348775,0.6144599710471624,True,12,False,4,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q7000.json,6a06335cf504617e49d56932dc5816cca5d670c3620ab1b68e51815b93ec65e9
52,split_ae64_uint4_q9000,SPLIT,AE64,64,UINT4,4,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,72052,55812.0,56429.4,0.0025345887900803535,0.442120772832054,0.8118262005880431,0.7692704571251677,0.789975627847833,0.724689993809808,0.5519392459994575,0.5255681818181818,0.5384310093927768,0.8857474053781771,0.4610456176319836,0.6253041362530414,0.5307567487830064,0.8491950013681271,0.75,0.2658569500674764,0.4275062747626521,0.351707864201313,0.38960706948198254,True,12,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q9000.json,65266898dea53cb18694ac3b1c001b7be89ee1d43ce9ebfe175b2a9a18a82709
53,split_ae64_uint4_q9800,SPLIT,AE64,64,UINT4,4,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,17012,12095.0,12281.0,0.0005492698956500731,0.46337445406482264,0.6176782200696231,0.4211123723041998,0.500797643882685,1.0437350226334656,0.48222904782799475,0.28383264462809915,0.35734026987481704,0.9527248122557322,0.3875938364282892,0.3409801876955162,0.36279585798816566,0.923060279507969,0.43679775280898875,0.06477732793522267,0.14489273029147884,0.1375679844806368,0.14123035738605783,False,11,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint4_q9800.json,a05d2fb9b068709fa8c42049fe3c785929711f350c23b8c41d002c0f804de532
54,split_ae32_uint8_q0000,SPLIT,AE32,32,UINT8,8,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,688434,602242.0,609641.6,0.027349599048870715,1.0,0.9307161921708185,0.8635847693736457,0.8958946635979232,0.5109516236161324,0.7284117846258042,0.5555268595041323,0.6303296703296704,0.8499923961789104,0.6487032670932974,0.6694473409801877,0.6589120766335956,0.8275977794485014,0.8075842696629213,0.27125506072874495,0.8893488395128105,0.4802848077132848,0.6848168236130476,False,6,False,6,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q0000.json,c6f011cdddbc26799e0a98f51854062385efb4a2b9b88927206c038f2f4a519c
55,split_ae32_uint8_q3000,SPLIT,AE32,32,UINT8,8,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,484690,428462.0,432569.2,0.01945773278462353,1.0,0.9264054891544932,0.8637911464245176,0.8940033107278261,0.5124666913503791,0.699047619047619,0.568698347107438,0.6271717459413273,0.8505507853389016,0.6133166614567053,0.6819603753910324,0.6458196181698486,0.8249641879778038,0.8183520599250936,0.28879892037786775,0.8771353300339604,0.461722327210798,0.6694288286223792,False,6,False,5,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q3000.json,a4027689f6c44d45595fa9692d8e6f1f9c6f375d6225acc19cf4302b69a11a50
56,split_ae32_uint8_q5000,SPLIT,AE32,32,UINT8,8,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,347058,308425.0,311045.8,0.01400649587150672,1.0,0.9142732811140122,0.8671963677639046,0.8901127998729016,0.5176745708584554,0.6803053435114503,0.5754132231404959,0.6234783825381279,0.8539264007105956,0.5930372148859544,0.6868265554396942,0.636495409888871,0.8249758497972669,0.8192883895131086,0.3049932523616734,0.8446280605381054,0.45166487647690656,0.648146468507506,False,6,False,4,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q5000.json,aec4708c22b34d0085128b09566649c9a967a1c2acad00b6f00666b2ec947209
57,split_ae32_uint8_q7000,SPLIT,AE32,32,UINT8,8,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,209426,186913.0,188275.2,0.008488274824774048,1.0,0.8859528591058028,0.8649262202043133,0.8753132832080202,0.5511526150644374,0.6268156424581005,0.5795454545454546,0.6022544283413848,0.8700961803647626,0.5393411380343044,0.6885644768856448,0.6048854961832062,0.8424105164704229,0.8146067415730337,0.3252361673414305,0.7633998233285261,0.4283756085652829,0.5958877159469045,False,6,False,4,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q7000.json,d560ad2dfa89fe5a557d79df71785e2b5323fe70dba2620c10ff24585cb01d44
58,split_ae32_uint8_q9000,SPLIT,AE32,32,UINT8,8,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,71794,63351.0,63792.8,0.0028769571855583116,1.0,0.8123362445414847,0.7678258177690641,0.7894541403639065,0.7412648735152856,0.5428416485900217,0.5170454545454546,0.5296296296296296,0.8916575563097631,0.44845228958812994,0.6093152589502955,0.5166519304450339,0.8517056009159992,0.7401685393258427,0.2321187584345479,0.4453784674559099,0.32537014456001256,0.38537430600796124,False,4,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q9000.json,e5f0a0bb2fe54eac90adf293acdbee9b276836dbb822f99d4adf4ed9a1e69a79
59,split_ae32_uint8_q9800,SPLIT,AE32,32,UINT8,8,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,16754,13246.0,13365.0,0.0006015402263564174,1.0,0.6092430278884462,0.3944897327417191,0.47889264687460853,1.0456997067641771,0.4537286612758311,0.26084710743801653,0.33125614955723187,0.9347859903595365,0.35241081928655427,0.3124782759819256,0.33124539425202654,0.9014933451918687,0.4058988764044944,0.043184885290148446,0.14245058249990283,0.11958228079834178,0.1310164316491223,False,4,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/phase10b_ae32_uint8_validation.json,db4b944eb5992a82e9fe6b0befd2e3bcf583629a6f27ad2ad6cb4075f03a90ec,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae32_uint8_validation/settings/q9800.json,3df57cd087d390f00e4d90af81880e5b0ab399206f643f87de36df6f31050526
60,split_ae32_uint6_q0000,SPLIT,AE32,32,UINT6,6,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,516404,472663.0,481785.6,0.021465031557474205,0.7848389849927437,0.9307007786429365,0.8633783923227737,0.8957764573630962,0.5103642483676388,0.7274270196877122,0.5534607438016529,0.6286300968025815,0.8524053580635189,0.6477923828783283,0.6680570038234271,0.6577686516084873,0.8308724170203808,0.8080524344569289,0.26450742240215924,0.8893305723161601,0.47992938214197856,0.6846299772290694,True,12,False,6,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q0000.json,c3dbc39632f3ff18a4ada51b4479bfbf8712ec7dff660bf4035f2639566980aa
61,split_ae32_uint6_q3000,SPLIT,AE32,32,UINT6,6,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,364268,339423.0,341986.0,0.015414207175794522,0.7921892723275343,0.9255742049469965,0.8649262202043133,0.8942230756921107,0.5135488366357682,0.6976522842639594,0.5679235537190083,0.6261389521640092,0.8579737126382807,0.6139141335004701,0.6809176225234619,0.6456822676334871,0.8301054702706279,0.8178838951310862,0.28609986504723345,0.8771038708578868,0.4614886266148508,0.6692962487363687,True,12,False,5,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q3000.json,3f36ba138f5c566375f0b7fe5febda1bbd99d295632de424c7388a1795c756e0
62,split_ae32_uint6_q5000,SPLIT,AE32,32,UINT6,6,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,261044,244707.0,246161.4,0.011112872125245343,0.7934084461376347,0.9137762313797978,0.8671963677639046,0.8898771706903854,0.5178698994474705,0.6781996325780771,0.5720557851239669,0.6206220229756234,0.8481854366754604,0.591824466486324,0.6843934654153633,0.6347517730496455,0.8214417532844571,0.8174157303370787,0.300944669365722,0.8445999532786186,0.45136761879280923,0.6479837860357139,True,12,False,4,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q5000.json,144daa7961def60bc662f975737e61f1514974043809cb9b67834b03f438ba52
63,split_ae32_uint6_q7000,SPLIT,AE32,32,UINT6,6,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,157820,148304.0,149111.8,0.006734925391028395,0.7934386586272758,0.8859500634786288,0.8641007120008255,0.8748889933657211,0.5495247247418024,0.6273083379966424,0.5790289256198347,0.6022025248455547,0.8757829986688663,0.5389839717468079,0.6896072297532152,0.6050625190606892,0.8507711465000722,0.8164794007490637,0.32388663967611336,0.7633645260465225,0.4282670179737809,0.5958157720101517,True,12,False,4,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q7000.json,3b3555c13bf0bae18e91343482e1d0ac9e1bbab23c7c8ffe4bd4f07b6f2f6f8d
64,split_ae32_uint6_q9000,SPLIT,AE32,32,UINT6,6,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,54596,50254.0,50519.0,0.002282183492021395,0.793262931918991,0.8140780413159908,0.7685481374471159,0.7906581740976646,0.7395662228951467,0.5384823116392115,0.5149793388429752,0.5264686468646864,0.8841286462672119,0.4457433290978399,0.6096628432394856,0.5149735760422783,0.8516363265210938,0.7415730337078652,0.22941970310391363,0.44528070648270307,0.32526248402596636,0.38527159525433474,True,12,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q9000.json,2bb9a1142a19c88e1484055e261022908e61eda2ff02f296decc0a0851e23d17
65,split_ae32_uint6_q9800,SPLIT,AE32,32,UINT6,6,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,13316,10555.0,10635.0,0.0004793339188579183,0.7968443303638835,0.6065573770491803,0.39325147043648745,0.47715036935019406,1.0441383865010903,0.45267857142857143,0.2618801652892562,0.33180628272251306,0.9327381208859074,0.3510886469673406,0.31386861313868614,0.33143696091025876,0.9032574435372098,0.40777153558052437,0.043184885290148446,0.14241345160534002,0.11962766617375355,0.13102055888954678,True,12,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint6_q9800.json,29e9ffb4bdb244ef2ed661b8dd15f5074d3b773691b9c46906d754fe065276df
66,split_ae32_uint4_q0000,SPLIT,AE32,32,UINT4,4,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,3807930229,AE32_DECODER_e2f867757e8db0620316c092264ac7eb53d12bb5ef66ed14475eb40693d1f271,344372,230087.0,248882.6,0.010448934475439303,0.38205073707911436,0.9270671691420971,0.8630688267464658,0.8939240100464917,0.5098511586068384,0.7283316204179514,0.5490702479338843,0.6261228096009425,0.8478575758398288,0.642328398384926,0.6635384080639555,0.6527611557531202,0.824268103735628,0.8047752808988764,0.2564102564102564,0.8879650634702024,0.4762548861569853,0.6821099748135939,True,12,False,6,False,5,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae32_uint4_q0000.json,071072ac4d3462dce1ae2d0eb8f9cd4513524c8f1891c173a4b9f33c599ea73f
