seq,request_bytes,source_ip,recv_wall_ns,recv_monotonic_ns
80,2048,192.168.70.134,1787450449418116165,1665094481660548
81,2048,192.168.70.134,1787450449514620917,1665094578165289
82,2048,192.168.70.134,1787450449616373785,1665094679918215
83,2048,192.168.70.134,1787450449716343974,1665094779888538
84,2048,192.168.70.134,1787450449816623146,1665094880167467
85,2048,192.168.70.134,1787450449914033147,1665094977577111
86,2048,192.168.70.134,1787450450015020920,1665095078564928
87,2048,192.168.70.134,1787450450116209111,1665095179753066
88,2048,192.168.70.134,1787450450214026866,1665095277570713
89,2048,192.168.70.134,1787450450304547404,1665095368091168
90,2048,192.168.70.134,1787450450414874223,1665095478418168
91,2048,192.168.70.134,1787450450510722844,1665095574266785
92,2048,192.168.70.134,1787450450609277913,1665095672821961
93,2048,192.168.70.134,1787450450716831957,1665095780375905
94,2048,192.168.70.134,1787450450810029698,1665095873574044
95,2048,192.168.70.134,1787450450908124298,1665095971668517
96,2048,192.168.70.134,1787450451020786174,1665096084330035
97,2048,192.168.70.134,1787450451122760590,1665096186304542
98,2048,192.168.70.134,1787450451218132232,1665096281676169
99,2048,192.168.70.134,1787450451317109900,1665096380653985
100,2048,192.168.70.134,1787450451424121086,1665096487665272
101,2048,192.168.70.134,1787450451520116933,1665096583660524
102,2048,192.168.70.134,1787450451621611542,1665096685155581
103,2048,192.168.70.134,1787450451718552240,1665096782096325
104,2048,192.168.70.134,1787450451814696734,1665096878240860
105,2048,192.168.70.134,1787450451909067597,1665096972611533
106,2048,192.168.70.134,1787450452009152860,1665097072696826
107,2048,192.168.70.134,1787450452121195534,1665097184739590
108,2048,192.168.70.134,1787450452218396702,1665097281940672
109,2048,192.168.70.134,1787450452321481124,1665097385025308
110,2048,192.168.70.134,1787450452419437285,1665097482981210
111,2048,192.168.70.134,1787450452521354209,1665097584898377
112,2048,192.168.70.134,1787450452620504246,1665097684048328
113,2048,192.168.70.134,1787450452717880790,1665097781424788
114,2048,192.168.70.134,1787450452816510588,1665097880054887
115,2048,192.168.70.134,1787450452916838334,1665097980382457
116,2048,192.168.70.134,1787450453015797201,1665098079341411
117,2048,192.168.70.134,1787450453115465386,1665098179009476
118,2048,192.168.70.134,1787450453219580289,1665098283124318
119,2048,192.168.70.134,1787450453320853933,1665098384398051
120,2048,192.168.70.134,1787450453421268146,1665098484812651
121,2048,192.168.70.134,1787450453519180893,1665098582724946
122,2048,192.168.70.134,1787450453615964971,1665098679509400
123,2048,192.168.70.134,1787450453717085567,1665098780629989
124,2048,192.168.70.134,1787450453817080844,1665098880625314
125,2048,192.168.70.134,1787450453915886244,1665098979430644
126,2048,192.168.70.134,1787450454015901789,1665099079445850
127,2048,192.168.70.134,1787450454116616154,1665099180160607
128,2048,192.168.70.134,1787450454220268491,1665099283812814
129,2048,192.168.70.134,1787450454318215669,1665099381760065
130,2048,192.168.70.134,1787450454416599235,1665099480143659
131,2048,192.168.70.134,1787450454511313993,1665099574858382
132,2048,192.168.70.134,1787450454624713997,1665099688258267
133,2048,192.168.70.134,1787450454720781116,1665099784325324
134,2048,192.168.70.134,1787450454816660214,1665099880204538
135,2048,192.168.70.134,1787450454914447155,1665099977991246
136,2048,192.168.70.134,1787450455015097473,1665100078641590
137,2048,192.168.70.134,1787450455117231483,1665100180775643
138,2048,192.168.70.134,1787450455218293680,1665100281837374
139,2048,192.168.70.134,1787450455316551833,1665100380095840
140,2048,192.168.70.134,1787450455409814123,1665100473358295
141,2048,192.168.70.134,1787450455513060361,1665100576603937
142,2048,192.168.70.134,1787450455615915030,1665100679458998
143,2048,192.168.70.134,1787450455717042683,1665100780586706
144,2048,192.168.70.134,1787450455810623300,1665100874167532
145,2048,192.168.70.134,1787450455912461220,1665100976005136
146,2048,192.168.70.134,1787450456014079259,1665101077623463
147,2048,192.168.70.134,1787450456115346290,1665101178890747
148,2048,192.168.70.134,1787450456219574609,1665101283118752
149,2048,192.168.70.134,1787450456317686260,1665101381230799
150,2048,192.168.70.134,1787450456418248300,1665101481792738
151,2048,192.168.70.134,1787450456520601236,1665101584145539
152,2048,192.168.70.134,1787450456614137253,1665101677681704
153,2048,192.168.70.134,1787450456714359826,1665101777904212
154,2048,192.168.70.134,1787450456814766075,1665101878310101
155,2048,192.168.70.134,1787450456914701088,1665101978245388
156,2048,192.168.70.134,1787450457015428501,1665102078972616
157,2048,192.168.70.134,1787450457108821765,1665102172365863
158,2048,192.168.70.134,1787450457220927196,1665102284471168
159,2048,192.168.70.134,1787450457319069687,1665102382613753
160,2048,192.168.70.134,1787450457422021939,1665102485565857
161,2048,192.168.70.134,1787450457561266861,1665102624810961
162,2048,192.168.70.134,1787450457622943788,1665102686487875
163,2048,192.168.70.134,1787450457718400201,1665102781944315
164,2048,192.168.70.134,1787450457818381106,1665102881925315
165,2048,192.168.70.134,1787450457920791291,1665102984335270
166,2048,192.168.70.134,1787450458019252796,1665103082796747
167,2048,192.168.70.134,1787450458119577645,1665103183121747
168,2048,192.168.70.134,1787450458219757324,1665103283301438
169,2048,192.168.70.134,1787450458319431483,1665103382975434
170,2048,192.168.70.134,1787450458421819068,1665103485363045
171,2048,192.168.70.134,1787450458518002309,1665103581546436
172,2048,192.168.70.134,1787450458688869052,1665103752413282
173,2048,192.168.70.134,1787450458727358120,1665103790902200
174,2048,192.168.70.134,1787450458827996840,1665103891540552
175,2048,192.168.70.134,1787450458921001840,1665103984546000
176,2048,192.168.70.134,1787450459019662064,1665104083206330
177,2048,192.168.70.134,1787450459119209161,1665104182753157
178,2048,192.168.70.134,1787450459219381917,1665104282926000
179,2048,192.168.70.134,1787450459319739049,1665104383283233
180,2048,192.168.70.134,1787450459419874622,1665104483418979
181,2048,192.168.70.134,1787450459520074494,1665104583618904
182,2048,192.168.70.134,1787450459674125097,1665104737669175
183,2048,192.168.70.134,1787450459724724609,1665104788268935
184,2048,192.168.70.134,1787450459819895901,1665104883440255
185,2048,192.168.70.134,1787450459918309683,1665104981853211
186,2048,192.168.70.134,1787450460021530894,1665105085074896
187,2048,192.168.70.134,1787450460119785842,1665105183329828
188,2048,192.168.70.134,1787450460221413668,1665105284957646
189,2048,192.168.70.134,1787450460322583912,1665105386128022
190,2048,192.168.70.134,1787450460420008675,1665105483552440
191,2048,192.168.70.134,1787450460518002988,1665105581547014
192,2048,192.168.70.134,1787450460618369820,1665105681914040
193,2048,192.168.70.134,1787450460718534631,1665105782078961
194,2048,192.168.70.134,1787450460809895170,1665105873439260
195,2048,192.168.70.134,1787450460915448172,1665105978992382
196,2048,192.168.70.134,1787450461016471896,1665106080016182
197,2048,192.168.70.134,1787450461106615685,1665106170160032
198,2048,192.168.70.134,1787450461218274781,1665106281818941
199,2048,192.168.70.134,1787450461315243552,1665106378787675
200,2048,192.168.70.134,1787450461415401017,1665106478945155
201,2048,192.168.70.134,1787450461534164798,1665106597708862
202,2048,192.168.70.134,1787450461631827165,1665106695371244
203,2048,192.168.70.134,1787450461732120645,1665106795664940
204,2048,192.168.70.134,1787450461833788145,1665106897331941
205,2048,192.168.70.134,1787450461933972274,1665106997516237
206,2048,192.168.70.134,1787450462034287546,1665107097831364
207,2048,192.168.70.134,1787450462129755863,1665107193299810
208,2048,192.168.70.134,1787450462242347445,1665107305891551
209,2048,192.168.70.134,1787450462355953335,1665107419496886
210,2048,192.168.70.134,1787450462432901186,1665107496444910
211,2048,192.168.70.134,1787450462518642218,1665107582186061
212,2048,192.168.70.134,1787450462613808049,1665107677351867
213,2048,192.168.70.134,1787450462711412608,1665107774953759
214,2048,192.168.70.134,1787450462817040595,1665107880584662
215,2048,192.168.70.134,1787450462921364327,1665107984908680
216,2048,192.168.70.134,1787450463016132279,1665108079676506
217,2048,192.168.70.134,1787450463116177382,1665108179721603
218,2048,192.168.70.134,1787450463214652390,1665108278196341
219,2048,192.168.70.134,1787450463313492590,1665108377036628
220,2048,192.168.70.134,1787450463411391130,1665108474935445
221,2048,192.168.70.134,1787450463513444826,1665108576988796
222,2048,192.168.70.134,1787450463612359372,1665108675903187
223,2048,192.168.70.134,1787450463788701970,1665108852245973
224,2048,192.168.70.134,1787450463813741015,1665108877285177
225,2048,192.168.70.134,1787450463917064000,1665108980607870
226,2048,192.168.70.134,1787450464011544905,1665109075088819
227,2048,192.168.70.134,1787450464109035872,1665109172579846
228,2048,192.168.70.134,1787450464219776166,1665109283320368
229,2048,192.168.70.134,1787450464317207456,1665109380751465
230,2048,192.168.70.134,1787450464415005030,1665109478548914
231,2048,192.168.70.134,1787450464514311986,1665109577855741
232,2048,192.168.70.134,1787450464613744517,1665109677288400
233,2048,192.168.70.134,1787450464741905614,1665109805449041
234,2048,192.168.70.134,1787450464809115711,1665109872659403
235,2048,192.168.70.134,1787450464918465923,1665109982009422
236,2048,192.168.70.134,1787450465018904592,1665110082448862
237,2048,192.168.70.134,1787450465113658634,1665110177202886
238,2048,192.168.70.134,1787450465226262799,1665110289806965
239,2048,192.168.70.134,1787450465319287399,1665110382831475
240,2048,192.168.70.134,1787450465418468400,1665110482012500
241,2048,192.168.70.134,1787450465517154351,1665110580698469
242,2048,192.168.70.134,1787450465619315682,1665110682859700
243,2048,192.168.70.134,1787450465766237906,1665110829782063
244,2048,192.168.70.134,1787450465827925490,1665110891469558
245,2048,192.168.70.134,1787450465920842989,1665110984387012
246,2048,192.168.70.134,1787450466018958162,1665111082501454
247,2048,192.168.70.134,1787450466113099668,1665111176643672
248,2048,192.168.70.134,1787450466214620417,1665111278164226
249,2048,192.168.70.134,1787450466315523433,1665111379067323
250,2048,192.168.70.134,1787450466434990415,1665111498534012
251,2048,192.168.70.134,1787450466532760657,1665111596303871
252,2048,192.168.70.134,1787450466625352642,1665111688896829
253,2048,192.168.70.134,1787450466727894968,1665111791438959
254,2048,192.168.70.134,1787450466849726557,1665111913270531
255,2048,192.168.70.134,1787450466911002487,1665111974546824
256,2048,192.168.70.134,1787450467020287523,1665112083831460
257,2048,192.168.70.134,1787450467120222667,1665112183766699
258,2048,192.168.70.134,1787450467219890217,1665112283434138
259,2048,192.168.70.134,1787450467318696983,1665112382240992
260,2048,192.168.70.134,1787450467417546522,1665112481086255
261,2048,192.168.70.134,1787450467518070341,1665112581614538
262,2048,192.168.70.134,1787450467616931527,1665112680475552
263,2048,192.168.70.134,1787450467715423220,1665112778967027
264,2048,192.168.70.134,1787450467814132392,1665112877676359
265,2048,192.168.70.134,1787450467913181831,1665112976726020
266,2048,192.168.70.134,1787450468012326311,1665113075870333
267,2048,192.168.70.134,1787450468109463905,1665113173008004
268,2048,192.168.70.134,1787450468216247568,1665113279791677
269,2048,192.168.70.134,1787450468308862761,1665113372406021
270,2048,192.168.70.134,1787450468417150955,1665113480694707
271,2048,192.168.70.134,1787450468505812526,1665113569356235
272,2048,192.168.70.134,1787450468617858294,1665113681402132
273,2048,192.168.70.134,1787450468711284570,1665113774828214
274,2048,192.168.70.134,1787450468816356163,1665113879899828
275,2048,192.168.70.134,1787450468907949509,1665113971493398
276,2048,192.168.70.134,1787450469036441565,1665114099985187
277,2048,192.168.70.134,1787450469117501135,1665114181045197
278,2048,192.168.70.134,1787450469209997735,1665114273541814
279,2048,192.168.70.134,1787450469308326182,1665114371870263
280,2048,192.168.70.134,1787450469418788946,1665114482333120
281,2048,192.168.70.134,1787450469517550299,1665114581094244
282,2048,192.168.70.134,1787450469617094933,1665114680638559
283,2048,192.168.70.134,1787450469715886384,1665114779430151
284,2048,192.168.70.134,1787450469814227919,1665114877771566
285,2048,192.168.70.134,1787450469914380170,1665114977924431
286,2048,192.168.70.134,1787450470077372353,1665115140916156
287,2048,192.168.70.134,1787450470133161207,1665115196705092
288,2048,192.168.70.134,1787450470228735760,1665115292279502
289,2048,192.168.70.134,1787450470323851339,1665115387395304
290,2048,192.168.70.134,1787450470420032607,1665115483576486
291,2048,192.168.70.134,1787450470515754228,1665115579297936
292,2048,192.168.70.134,1787450470614755436,1665115678299202
293,2048,192.168.70.134,1787450470713437021,1665115776980639
294,2048,192.168.70.134,1787450470811145235,1665115874688809
295,2048,192.168.70.134,1787450470909222228,1665115972765796
296,2048,192.168.70.134,1787450471039717376,1665116103261230
297,2048,192.168.70.134,1787450471118400743,1665116181944527
298,2048,192.168.70.134,1787450471213018259,1665116276562045
299,2048,192.168.70.134,1787450471326509908,1665116390054105
300,2048,192.168.70.134,1787450471418605862,1665116482149751
301,2048,192.168.70.134,1787450471508329249,1665116571872623
302,2048,192.168.70.134,1787450471617655180,1665116681199315
303,2048,192.168.70.134,1787450471717800259,1665116781344332
304,2048,192.168.70.134,1787450471817052588,1665116880596666
305,2048,192.168.70.134,1787450471918220827,1665116981764873
306,2048,192.168.70.134,1787450472068203409,1665117131747245
307,2048,192.168.70.134,1787450472117388252,1665117180932543
308,2048,192.168.70.134,1787450472218473128,1665117282017119
309,2048,192.168.70.134,1787450472315640608,1665117379184712
310,2048,192.168.70.134,1787450472416905245,1665117480449300
311,2048,192.168.70.134,1787450472543293725,1665117606837556
312,2048,192.168.70.134,1787450472653252192,1665117716796195
313,2048,192.168.70.134,1787450472738281703,1665117801825826
314,2048,192.168.70.134,1787450472824844496,1665117888388423
315,2048,192.168.70.134,1787450472937246191,1665118000790153
316,2048,192.168.70.134,1787450473027504897,1665118091048744
317,2048,192.168.70.134,1787450473126258917,1665118189802232
318,2048,192.168.70.134,1787450473218569984,1665118282114079
319,2048,192.168.70.134,1787450473314691318,1665118378235501
320,2048,192.168.70.134,1787450473411895703,1665118475439262
321,2048,192.168.70.134,1787450473517231381,1665118580775257
322,2048,192.168.70.134,1787450473615023445,1665118678567706
323,2048,192.168.70.134,1787450473726991053,1665118790535131
324,2048,192.168.70.134,1787450473821152415,1665118884696294
325,2048,192.168.70.134,1787450473914262400,1665118977806590
326,2048,192.168.70.134,1787450474011570783,1665119075114783
327,2048,192.168.70.134,1787450474132185034,1665119195729097
328,2048,192.168.70.134,1787450474219707756,1665119283251784
329,2048,192.168.70.134,1787450474312657727,1665119376201482
330,2048,192.168.70.134,1787450474410381157,1665119473924811
331,2048,192.168.70.134,1787450474509439373,1665119572983089
332,2048,192.168.70.134,1787450474624847381,1665119688391189
333,2048,192.168.70.134,1787450474720009160,1665119783553215
334,2048,192.168.70.134,1787450474819428506,1665119882972252
335,2048,192.168.70.134,1787450474921850233,1665119985394181
336,2048,192.168.70.134,1787450475086061641,1665120149605707
337,2048,192.168.70.134,1787450475110396625,1665120173940782
338,2048,192.168.70.134,1787450475219351226,1665120282895128
339,2048,192.168.70.134,1787450475318113887,1665120381657952
340,2048,192.168.70.134,1787450475421605048,1665120485149282
341,2048,192.168.70.134,1787450475519528347,1665120583071986
342,2048,192.168.70.134,1787450475618530618,1665120682074154
343,2048,192.168.70.134,1787450475712409309,1665120775953448
344,2048,192.168.70.134,1787450475817680826,1665120881224613
345,2048,192.168.70.134,1787450475910363916,1665120973907645
346,2048,192.168.70.134,1787450476019955888,1665121083499692
347,2048,192.168.70.134,1787450476130028383,1665121193572216
348,2048,192.168.70.134,1787450476220200797,1665121283744742
349,2048,192.168.70.134,1787450476314095131,1665121377639202
350,2048,192.168.70.134,1787450476410024507,1665121473568588
351,2048,192.168.70.134,1787450476508302468,1665121571846622
352,2048,192.168.70.134,1787450476610543146,1665121674086992
353,2048,192.168.70.134,1787450476708157396,1665121771701415
354,2048,192.168.70.134,1787450476808243628,1665121871787826
355,2048,192.168.70.134,1787450476920095248,1665121983638987
356,2048,192.168.70.134,1787450477019713033,1665122083257014
357,2048,192.168.70.134,1787450477132880662,1665122196424337
358,2048,192.168.70.134,1787450477250324357,1665122313868133
359,2048,192.168.70.134,1787450477328979847,1665122392523577
360,2048,192.168.70.134,1787450477417533562,1665122481077174
361,2048,192.168.70.134,1787450477513834556,1665122577378635
362,2048,192.168.70.134,1787450477610016856,1665122673560073
363,2048,192.168.70.134,1787450477732517678,1665122796061291
364,2048,192.168.70.134,1787450477817619891,1665122881163576
365,2048,192.168.70.134,1787450477910597477,1665122974141401
366,2048,192.168.70.134,1787450478020222645,1665123083766548
367,2048,192.168.70.134,1787450478122364114,1665123185908192
368,2048,192.168.70.134,1787450478245673866,1665123309217902
369,2048,192.168.70.134,1787450478314929761,1665123378473923
370,2048,192.168.70.134,1787450478409920563,1665123473464633
371,2048,192.168.70.134,1787450478518317629,1665123581861277
372,2048,192.168.70.134,1787450478613583440,1665123677127494
373,2048,192.168.70.134,1787450478708849787,1665123772393871
374,2048,192.168.70.134,1787450478818103353,1665123881647338
375,2048,192.168.70.134,1787450478913880018,1665123977423982
376,2048,192.168.70.134,1787450479009595612,1665124073139523
377,2048,192.168.70.134,1787450479119503995,1665124183047490
378,2048,192.168.70.134,1787450479213622509,1665124277166436
379,2048,192.168.70.134,1787450479331995584,1665124395539188
380,2048,192.168.70.134,1787450479415617484,1665124479161494
381,2048,192.168.70.134,1787450479506778319,1665124570322173
382,2048,192.168.70.134,1787450479615282674,1665124678826653
383,2048,192.168.70.134,1787450479714706595,1665124778250542
384,2048,192.168.70.134,1787450479814535140,1665124878079141
385,2048,192.168.70.134,1787450479905802765,1665124969346310
386,2048,192.168.70.134,1787450480015017374,1665125078561335
387,2048,192.168.70.134,1787450480118590838,1665125182134697
388,2048,192.168.70.134,1787450480254221295,1665125317764941
389,2048,192.168.70.134,1787450480317848075,1665125381392055
390,2048,192.168.70.134,1787450480418515625,1665125482059699
391,2048,192.168.70.134,1787450480516484038,1665125580027633
392,2048,192.168.70.134,1787450480606869216,1665125670413220
393,2048,192.168.70.134,1787450480716950932,1665125780494911
394,2048,192.168.70.134,1787450480810447087,1665125873991350
395,2048,192.168.70.134,1787450480908885323,1665125972428985
396,2048,192.168.70.134,1787450481020548695,1665126084092273
397,2048,192.168.70.134,1787450481118256497,1665126181800519
398,2048,192.168.70.134,1787450481239669771,1665126303213961
399,2048,192.168.70.134,1787450481331686199,1665126395229849
400,2048,192.168.70.134,1787450481429805343,1665126493349124
401,2048,192.168.70.134,1787450481520477319,1665126584021434
402,2048,192.168.70.134,1787450481611948021,1665126675492004
403,2048,192.168.70.134,1787450481713533884,1665126777078168
404,2048,192.168.70.134,1787450481810789713,1665126874333201
405,2048,192.168.70.134,1787450481908065072,1665126971609168
406,2048,192.168.70.134,1787450482020417888,1665127083961600
407,2048,192.168.70.134,1787450482125009251,1665127188553260
408,2048,192.168.70.134,1787450482219792564,1665127283336602
409,2048,192.168.70.134,1787450482314227792,1665127377771881
410,2048,192.168.70.134,1787450482412303870,1665127475848250
411,2048,192.168.70.134,1787450482505479712,1665127569023878
412,2048,192.168.70.134,1787450482617068980,1665127680613193
413,2048,192.168.70.134,1787450482707947000,1665127771491040
414,2048,192.168.70.134,1787450482816495269,1665127880039221
415,2048,192.168.70.134,1787450482917936484,1665127981480740
416,2048,192.168.70.134,1787450483005621998,1665128069166214
417,2048,192.168.70.134,1787450483118077766,1665128181622113
418,2048,192.168.70.134,1787450483217268850,1665128280813261
419,2048,192.168.70.134,1787450483305291454,1665128368835290
420,2048,192.168.70.134,1787450483417387097,1665128480931189
421,2048,192.168.70.134,1787450483533658674,1665128597202445
422,2048,192.168.70.134,1787450483634635369,1665128698179430
423,2048,192.168.70.134,1787450483733996622,1665128797540484
424,2048,192.168.70.134,1787450483832823988,1665128896367989
425,2048,192.168.70.134,1787450483934169740,1665128997713899
426,2048,192.168.70.134,1787450484035042647,1665129098586255
427,2048,192.168.70.134,1787450484126609336,1665129190153205
428,2048,192.168.70.134,1787450484220320917,1665129283864496
429,2048,192.168.70.134,1787450484319775189,1665129383318922
430,2048,192.168.70.134,1787450484418441152,1665129481984853
431,2048,192.168.70.134,1787450484521426917,1665129584970837
432,2048,192.168.70.134,1787450484626452076,1665129689996028
433,2048,192.168.70.134,1787450484720985751,1665129784529857
434,2048,192.168.70.134,1787450484818317581,1665129881861502
435,2048,192.168.70.134,1787450484916251595,1665129979795513
436,2048,192.168.70.134,1787450485016446066,1665130079989675
437,2048,192.168.70.134,1787450485116619287,1665130180162908
438,2048,192.168.70.134,1787450485219898188,1665130283442155
439,2048,192.168.70.134,1787450485320625039,1665130384168868
440,2048,192.168.70.134,1787450485420942360,1665130484486526
441,2048,192.168.70.134,1787450485519819879,1665130583363891
442,2048,192.168.70.134,1787450485619258748,1665130682802743
443,2048,192.168.70.134,1787450485719572666,1665130783116716
444,2048,192.168.70.134,1787450485822044194,1665130885588246
445,2048,192.168.70.134,1787450485920247169,1665130983791175
446,2048,192.168.70.134,1787450486016487219,1665131080031457
447,2048,192.168.70.134,1787450486116579561,1665131180123677
448,2048,192.168.70.134,1787450486215869794,1665131279413885
449,2048,192.168.70.134,1787450486315982393,1665131379526584
450,2048,192.168.70.134,1787450486416484450,1665131480028480
451,2048,192.168.70.134,1787450486517091732,1665131580635849
452,2048,192.168.70.134,1787450486617091464,1665131680635530
453,2048,192.168.70.134,1787450486716819441,1665131780363619
454,2048,192.168.70.134,1787450486821147559,1665131884691821
455,2048,192.168.70.134,1787450486919776812,1665131983320935
456,2048,192.168.70.134,1787450487018918859,1665132082462840
457,2048,192.168.70.134,1787450487117548619,1665132181092661
458,2048,192.168.70.134,1787450487215035104,1665132278579212
459,2048,192.168.70.134,1787450487311238666,1665132374782674
460,2048,192.168.70.134,1787450487409278609,1665132472822748
461,2048,192.168.70.134,1787450487558741328,1665132622285416
462,2048,192.168.70.134,1787450487617332378,1665132680876279
463,2048,192.168.70.134,1787450487712592558,1665132776136105
464,2048,192.168.70.134,1787450487809659010,1665132873202817
465,2048,192.168.70.134,1787450487908388883,1665132971932824
466,2048,192.168.70.134,1787450488017466839,1665133081010925
467,2048,192.168.70.134,1787450488114109528,1665133177653393
468,2048,192.168.70.134,1787450488210676051,1665133274220000
469,2048,192.168.70.134,1787450488309979984,1665133373523927
470,2048,192.168.70.134,1787450488419345718,1665133482889786
471,2048,192.168.70.134,1787450488524866272,1665133588410420
472,2048,192.168.70.134,1787450488619055742,1665133682599730
473,2048,192.168.70.134,1787450488717831237,1665133781375009
474,2048,192.168.70.134,1787450488816704713,1665133880248620
475,2048,192.168.70.134,1787450488916439023,1665133979983282
476,2048,192.168.70.134,1787450489016663028,1665134080207088
477,2048,192.168.70.134,1787450489115730220,1665134179273767
478,2048,192.168.70.134,1787450489216114203,1665134279658384
479,2048,192.168.70.134,1787450489314387767,1665134377931840
480,2048,192.168.70.134,1787450489425563929,1665134489108050
481,2048,192.168.70.134,1787450489532367766,1665134595911868
482,2048,192.168.70.134,1787450489617884729,1665134681428921
483,2048,192.168.70.134,1787450489715646435,1665134779190501
484,2048,192.168.70.134,1787450489812749065,1665134876293190
485,2048,192.168.70.134,1787450489912253646,1665134975797027
486,2048,192.168.70.134,1787450490007778252,1665135071322149
487,2048,192.168.70.134,1787450490116067218,1665135179611279
488,2048,192.168.70.134,1787450490212978991,1665135276523181
489,2048,192.168.70.134,1787450490319272178,1665135382816341
490,2048,192.168.70.134,1787450490409630266,1665135473174371
491,2048,192.168.70.134,1787450490527139952,1665135590684311
492,2048,192.168.70.134,1787450490615752958,1665135679296729
493,2048,192.168.70.134,1787450490718255247,1665135781799364
494,2048,192.168.70.134,1787450490818656025,1665135882200006
495,2048,192.168.70.134,1787450490918672762,1665135982216365
496,2048,192.168.70.134,1787450491021911935,1665136085456102
